RevisionColumn,HBS_Meassure,HBS_OR,Residence,periods,ValueColumn
"r_10","3","114","0","2022","0.8"
"r_10","3","114","1","2022","0.8"
"r_10","3","114","2","2022","0.8"
"r_10","3","115","0","2008","6.1"
"r_10","3","115","1","2008","5"
"r_10","3","115","2","2008","9.4"
"r_10","3","115","0","2009","5.5"
"r_10","3","115","1","2009","4.5"
"r_10","3","115","2","2009","8.4"
"r_10","3","115","0","2010","4.4"
"r_10","3","115","1","2010","3.6"
"r_10","3","115","2","2010","6.6"
"r_10","3","115","0","2011","3.3"
"r_10","3","115","1","2011","2.8"
"r_10","3","115","2","2011","4.9"
"r_10","3","115","0","2012","4"
"r_10","3","115","1","2012","3.6"
"r_10","3","115","2","2012","5.5"
"r_10","3","115","0","2013","4.2"
"r_10","3","115","1","2013","3.7"
"r_10","3","115","2","2013","6.4"
"r_10","3","115","0","2014","4.2"
"r_10","3","115","1","2014","3.5"
"r_10","3","115","2","2014","7.3"
"r_10","3","115","0","2015","4.1"
"r_10","3","115","1","2015","3.5"
"r_10","3","115","2","2015","6.9"
"r_10","3","115","0","2016","4.5"
"r_10","3","115","1","2016","4.2"
"r_10","3","115","2","2016","5.9"
"r_10","3","115","0","2017","4.4"
"r_10","3","115","1","2017","3.9"
"r_10","3","115","2","2017","6.1"
"r_10","3","115","0","2018","4.9"
"r_10","3","115","1","2018","4.4"
"r_10","3","115","2","2018","6.7"
"r_10","3","115","0","2019","4.2"
"r_10","3","115","1","2019","3.8"
"r_10","3","115","2","2019","5.9"
"r_10","3","115","0","2020","4"
"r_10","3","115","1","2020","3.6"
"r_10","3","115","2","2020","5.7"
"r_10","3","115","0","2021","3.7"
"r_10","3","115","1","2021","3.4"
"r_10","3","115","2","2021","5"
"r_10","3","115","0","2022","3.9"
"r_10","3","115","1","2022","3.8"
"r_10","3","115","2","2022","4.3"
"r_11","1","11","0","2023","20112"
"r_11","1","11","1","2023","21172"
"r_11","1","11","2","2023","16909"
"r_11","1","111","0","2023","16451"
"r_11","1","111","1","2023","17195"
"r_11","1","111","2","2023","14203"
"r_11","1","11101","0","2023","5980"
"r_11","1","11101","1","2023","6092"
"r_11","1","11101","2","2023","5641"
"r_11","1","11102","0","2023","781"
"r_11","1","11102","1","2023","794"
"r_11","1","11102","2","2023","744"
"r_11","1","11103","0","2023","696"
"r_11","1","11103","1","2023","770"
"r_11","1","11103","2","2023","474"
"r_11","1","11104","0","2023","2425"
"r_11","1","11104","1","2023","2381"
"r_11","1","11104","2","2023","2560"
"r_11","1","11105","0","2023","950"
"r_11","1","11105","1","2023","983"
"r_11","1","11105","2","2023","849"
"r_11","1","11106","0","2023","1221"
"r_11","1","11106","1","2023","1243"
"r_11","1","11106","2","2023","1152"
"r_11","1","11107","0","2023","1490"
"r_11","1","11107","1","2023","1647"
"r_11","1","11107","2","2023","1015"
"r_11","1","11108","0","2023","830"
"r_11","1","11108","1","2023","888"
"r_11","1","11108","2","2023","655"
"r_11","1","11109","0","2023","1117"
"r_11","1","11109","1","2023","1317"
"r_11","1","11109","2","2023","515"
"r_11","1","11110","0","2023","960"
"r_11","1","11110","1","2023","1079"
"r_11","1","11110","2","2023","599"
"r_11","1","112","0","2023","1109"
"r_11","1","112","1","2023","1254"
"r_11","1","112","2","2023","671"
"r_11","1","113","0","2023","1603"
"r_11","1","113","1","2023","1809"
"r_11","1","113","2","2023","982"
"r_11","1","114","0","2023","177"
"r_11","1","114","1","2023","188"
"r_11","1","114","2","2023","145"
"r_11","1","115","0","2023","772"
"r_11","1","115","1","2023","727"
"r_11","1","115","2","2023","908"
"r_11","1","12","0","2023","1394"
"r_11","1","12","1","2023","1611"
"r_11","1","12","2","2023","738"
"r_11","1","13","0","2023","405"
"r_11","1","13","1","2023","476"
"r_11","1","13","2","2023","188"
"r_11","2","11","0","2023","10044"
"r_11","2","11","1","2023","10527"
"r_11","2","11","2","2023","8557"
"r_11","2","111","0","2023","8216"
"r_11","2","111","1","2023","8550"
"r_11","2","111","2","2023","7188"
"r_11","2","11101","0","2023","2987"
"r_11","2","11101","1","2023","3029"
"r_11","2","11101","2","2023","2855"
"r_11","2","11102","0","2023","390"
"r_11","2","11102","1","2023","395"
"r_11","2","11102","2","2023","377"
"r_11","2","11103","0","2023","348"
"r_11","2","11103","1","2023","383"
"r_11","2","11103","2","2023","240"
"r_11","2","11104","0","2023","1211"
"r_11","2","11104","1","2023","1184"
"r_11","2","11104","2","2023","1296"
"r_11","2","11105","0","2023","474"
"r_11","2","11105","1","2023","489"
"r_11","2","11105","2","2023","429"
"r_11","2","11106","0","2023","610"
"r_11","2","11106","1","2023","618"
"r_11","2","11106","2","2023","583"
"r_11","2","11107","0","2023","744"
"r_11","2","11107","1","2023","819"
"r_11","2","11107","2","2023","513"
"r_11","2","11108","0","2023","415"
"r_11","2","11108","1","2023","442"
"r_11","2","11108","2","2023","332"
"r_11","2","11109","0","2023","558"
"r_11","2","11109","1","2023","655"
"r_11","2","11109","2","2023","260"
"r_11","2","11110","0","2023","479"
"r_11","2","11110","1","2023","537"
"r_11","2","11110","2","2023","303"
"r_11","2","112","0","2023","554"
"r_11","2","112","1","2023","623"
"r_11","2","112","2","2023","339"
"r_11","2","113","0","2023","801"
"r_11","2","113","1","2023","899"
"r_11","2","113","2","2023","497"
"r_11","2","114","0","2023","89"
"r_11","2","114","1","2023","94"
"r_11","2","114","2","2023","73"
"r_11","2","115","0","2023","385"
"r_11","2","115","1","2023","361"
"r_11","2","115","2","2023","460"
"r_11","2","12","0","2023","697"
"r_11","2","12","1","2023","801"
"r_11","2","12","2","2023","373"
"r_11","2","13","0","2023","202"
"r_11","2","13","1","2023","237"
"r_11","2","13","2","2023","95"
"r_11","3","11","0","2023","100"
"r_11","3","11","1","2023","100"
"r_11","3","11","2","2023","100"
"r_11","3","111","0","2023","81.8"
"r_11","3","111","1","2023","81.2"
"r_11","3","111","2","2023","84"
"r_11","3","11101","0","2023","29.7"
"r_11","3","11101","1","2023","28.8"
"r_11","3","11101","2","2023","33.4"
"r_11","3","11102","0","2023","3.9"
"r_11","3","11102","1","2023","3.7"
"r_11","3","11102","2","2023","4.4"
"r_11","3","11103","0","2023","3.5"
"r_11","3","11103","1","2023","3.6"
"r_11","3","11103","2","2023","2.8"
"r_11","3","11104","0","2023","12.1"
"r_11","3","11104","1","2023","11.2"
"r_11","3","11104","2","2023","15.1"
"r_11","3","11105","0","2023","4.7"
"r_11","3","11105","1","2023","4.6"
"r_11","3","11105","2","2023","5"
"r_11","3","11106","0","2023","6.1"
"r_11","3","11106","1","2023","5.9"
"r_11","3","11106","2","2023","6.8"
"r_11","3","11107","0","2023","7.4"
"r_11","3","11107","1","2023","7.8"
"r_11","3","11107","2","2023","6"
"r_11","3","11108","0","2023","4.1"
"r_11","3","11108","1","2023","4.2"
"r_11","3","11108","2","2023","3.9"
"r_11","3","11109","0","2023","5.6"
"r_11","3","11109","1","2023","6.2"
"r_11","3","11109","2","2023","3"
"r_11","3","11110","0","2023","4.8"
"r_11","3","11110","1","2023","5.1"
"r_11","3","11110","2","2023","3.5"
"r_11","3","112","0","2023","5.5"
"r_11","3","112","1","2023","5.9"
"r_11","3","112","2","2023","4"
"r_11","3","113","0","2023","8"
"r_11","3","113","1","2023","8.5"
"r_11","3","113","2","2023","5.8"
"r_11","3","114","0","2023","0.9"
"r_11","3","114","1","2023","0.9"
"r_11","3","114","2","2023","0.9"
"r_11","3","115","0","2023","3.8"
"r_11","3","115","1","2023","3.4"
"r_11","3","115","2","2023","5.4"
"r_12","1","11","0","2024","23339"
"r_12","1","11","1","2024","24515"
"r_12","1","11","2","2024","19644"
"r_12","1","111","0","2024","18862"
"r_12","1","111","1","2024","19655"
"r_12","1","111","2","2024","16371"
"r_12","1","11101","0","2024","6690"
"r_12","1","11101","1","2024","6798"
"r_12","1","11101","2","2024","6352"
"r_12","1","11102","0","2024","902"
"r_12","1","11102","1","2024","897"
"r_12","1","11102","2","2024","917"
"r_12","1","11103","0","2024","867"
"r_12","1","11103","1","2024","959"
"r_12","1","11103","2","2024","579"
"r_12","1","11104","0","2024","2511"
"r_12","1","11104","1","2024","2492"
"r_12","1","11104","2","2024","2570"
"r_12","1","11105","0","2024","1136"
"r_12","1","11105","1","2024","1177"
"r_12","1","11105","2","2024","1006"
"r_12","1","11106","0","2024","1426"
"r_12","1","11106","1","2024","1468"
"r_12","1","11106","2","2024","1295"
"r_12","1","11107","0","2024","1671"
"r_12","1","11107","1","2024","1765"
"r_12","1","11107","2","2024","1376"
"r_12","1","11108","0","2024","957"
"r_12","1","11108","1","2024","1006"
"r_12","1","11108","2","2024","802"
"r_12","1","11109","0","2024","1553"
"r_12","1","11109","1","2024","1815"
"r_12","1","11109","2","2024","730"
"r_12","1","11110","0","2024","1149"
"r_12","1","11110","1","2024","1278"
"r_12","1","11110","2","2024","744"
"r_12","1","112","0","2024","1354"
"r_12","1","112","1","2024","1514"
"r_12","1","112","2","2024","852"
"r_12","1","113","0","2024","1913"
"r_12","1","113","1","2024","2115"
"r_12","1","113","2","2024","1279"
"r_12","1","114","0","2024","224"
"r_12","1","114","1","2024","229"
"r_12","1","114","2","2024","208"
"r_12","1","115","0","2024","985"
"r_12","1","115","1","2024","1001"
"r_12","1","115","2","2024","934"
"r_12","1","12","0","2024","1906"
"r_12","1","12","1","2024","2208"
"r_12","1","12","2","2024","953"
"r_12","1","13","0","2024","518"
"r_12","1","13","1","2024","613"
"r_12","1","13","2","2024","221"
"r_12","2","11","0","2024","11712"
"r_12","2","11","1","2024","12421"
"r_12","2","11","2","2024","9572"
"r_12","2","111","0","2024","9466"
"r_12","2","111","1","2024","9958"
"r_12","2","111","2","2024","7977"
"r_12","2","11101","0","2024","3357"
"r_12","2","11101","1","2024","3444"
"r_12","2","11101","2","2024","3095"
"r_12","2","11102","0","2024","452"
"r_12","2","11102","1","2024","454"
"r_12","2","11102","2","2024","447"
"r_12","2","11103","0","2024","435"
"r_12","2","11103","1","2024","486"
"r_12","2","11103","2","2024","282"
"r_12","2","11104","0","2024","1260"
"r_12","2","11104","1","2024","1263"
"r_12","2","11104","2","2024","1252"
"r_12","2","11105","0","2024","570"
"r_12","2","11105","1","2024","596"
"r_12","2","11105","2","2024","490"
"r_12","2","11106","0","2024","716"
"r_12","2","11106","1","2024","744"
"r_12","2","11106","2","2024","631"
"r_12","2","11107","0","2024","839"
"r_12","2","11107","1","2024","894"
"r_12","2","11107","2","2024","670"
"r_12","2","11108","0","2024","480"
"r_12","2","11108","1","2024","510"
"r_12","2","11108","2","2024","391"
"r_12","2","11109","0","2024","780"
"r_12","2","11109","1","2024","920"
"r_12","2","11109","2","2024","355"
"r_12","2","11110","0","2024","577"
"r_12","2","11110","1","2024","648"
"r_12","2","11110","2","2024","363"
"r_12","2","112","0","2024","680"
"r_12","2","112","1","2024","767"
"r_12","2","112","2","2024","415"
"r_12","2","113","0","2024","960"
"r_12","2","113","1","2024","1072"
"r_12","2","113","2","2024","623"
"r_12","2","114","0","2024","113"
"r_12","2","114","1","2024","116"
"r_12","2","114","2","2024","102"
"r_12","2","115","0","2024","494"
"r_12","2","115","1","2024","507"
"r_12","2","115","2","2024","455"
"r_12","2","12","0","2024","956"
"r_12","2","12","1","2024","1119"
"r_12","2","12","2","2024","464"
"r_12","2","13","0","2024","260"
"r_12","2","13","1","2024","310"
"r_12","2","13","2","2024","108"
"r_12","3","11","0","2024","100"
"r_12","3","11","1","2024","100"
"r_12","3","11","2","2024","100"
"r_12","3","111","0","2024","80.8"
"r_12","3","111","1","2024","80.2"
"r_12","3","111","2","2024","83.3"
"r_12","3","11101","0","2024","28.7"
"r_12","3","11101","1","2024","27.7"
"r_12","3","11101","2","2024","32.3"
"r_12","3","11102","0","2024","3.9"
"r_12","3","11102","1","2024","3.7"
"r_12","3","11102","2","2024","4.7"
"r_12","3","11103","0","2024","3.7"
"r_12","3","11103","1","2024","3.9"
"r_12","3","11103","2","2024","2.9"
"r_12","3","11104","0","2024","10.8"
"r_12","3","11104","1","2024","10.2"
"r_12","3","11104","2","2024","13.1"
"r_12","3","11105","0","2024","4.9"
"r_12","3","11105","1","2024","4.8"
"r_12","3","11105","2","2024","5.1"
"r_12","3","11106","0","2024","6.1"
"r_12","3","11106","1","2024","6"
"r_12","3","11106","2","2024","6.6"
"r_12","3","11107","0","2024","7.2"
"r_12","3","11107","1","2024","7.2"
"r_12","3","11107","2","2024","7"
"r_12","3","11108","0","2024","4.1"
"r_12","3","11108","1","2024","4.1"
"r_12","3","11108","2","2024","4.1"
"r_12","3","11109","0","2024","6.7"
"r_12","3","11109","1","2024","7.4"
"r_12","3","11109","2","2024","3.7"
"r_12","3","11110","0","2024","4.9"
"r_12","3","11110","1","2024","5.2"
"r_12","3","11110","2","2024","3.8"
"r_12","3","112","0","2024","5.8"
"r_12","3","112","1","2024","6.2"
"r_12","3","112","2","2024","4.3"
"r_12","3","113","0","2024","8.2"
"r_12","3","113","1","2024","8.6"
"r_12","3","113","2","2024","6.5"
"r_12","3","114","0","2024","1"
"r_12","3","114","1","2024","0.9"
"r_12","3","114","2","2024","1.1"
"r_12","3","115","0","2024","4.2"
"r_12","3","115","1","2024","4.1"
"r_12","3","115","2","2024","4.8"
