RevisionColumn,HBS_Meassure,HBS_OR,Residence,periods,ValueColumn
"r_10","1","13","1","2012","477"
"r_10","1","13","2","2012","180"
"r_10","1","13","0","2013","486"
"r_10","1","13","1","2013","575"
"r_10","1","13","2","2013","201"
"r_10","1","13","0","2014","440"
"r_10","1","13","1","2014","515"
"r_10","1","13","2","2014","200"
"r_10","1","13","0","2015","402"
"r_10","1","13","1","2015","479"
"r_10","1","13","2","2015","156"
"r_10","1","13","0","2016","365"
"r_10","1","13","1","2016","418"
"r_10","1","13","2","2016","209"
"r_10","1","13","0","2017","354"
"r_10","1","13","1","2017","411"
"r_10","1","13","2","2017","194"
"r_10","1","13","0","2018","300"
"r_10","1","13","1","2018","357"
"r_10","1","13","2","2018","139"
"r_10","1","13","0","2019","299"
"r_10","1","13","1","2019","350"
"r_10","1","13","2","2019","158"
"r_10","1","13","0","2020","292"
"r_10","1","13","1","2020","336"
"r_10","1","13","2","2020","164"
"r_10","1","13","0","2021","296"
"r_10","1","13","1","2021","339"
"r_10","1","13","2","2021","165"
"r_10","1","13","0","2022","291"
"r_10","1","13","1","2022","329"
"r_10","1","13","2","2022","177"
"r_10","2","11","0","2008","3264"
"r_10","2","11","1","2008","3516"
"r_10","2","11","2","2008","2686"
"r_10","2","11","0","2009","3335"
"r_10","2","11","1","2009","3544"
"r_10","2","11","2","2009","2841"
"r_10","2","11","0","2010","3278"
"r_10","2","11","1","2010","3422"
"r_10","2","11","2","2010","2896"
"r_10","2","11","0","2011","3494"
"r_10","2","11","1","2011","3705"
"r_10","2","11","2","2011","2926"
"r_10","2","11","0","2012","4058"
"r_10","2","11","1","2012","4284"
"r_10","2","11","2","2012","3388"
"r_10","2","11","0","2013","4466"
"r_10","2","11","1","2013","4803"
"r_10","2","11","2","2013","3413"
"r_10","2","11","0","2014","4509"
"r_10","2","11","1","2014","4776"
"r_10","2","11","2","2014","3650"
"r_10","2","11","0","2015","4666"
"r_10","2","11","1","2015","4998"
"r_10","2","11","2","2015","3608"
"r_10","2","11","0","2016","4755"
"r_10","2","11","1","2016","5095"
"r_10","2","11","2","2016","3787"
"r_10","2","11","0","2017","5217"
"r_10","2","11","1","2017","5612"
"r_10","2","11","2","2017","4127"
"r_10","2","11","0","2018","5772"
"r_10","2","11","1","2018","6198"
"r_10","2","11","2","2018","4597"
"r_10","2","11","0","2019","6214"
"r_10","2","11","1","2019","6684"
"r_10","2","11","2","2019","4954"
"r_10","2","11","0","2020","6220"
"r_10","2","11","1","2020","6596"
"r_10","2","11","2","2020","5187"
"r_10","2","11","0","2021","7042"
"r_10","2","11","1","2021","7470"
"r_10","2","11","2","2021","5803"
"r_10","2","11","0","2022","8389"
"r_10","2","11","1","2022","8735"
"r_10","2","11","2","2022","7366"
"r_10","2","111","0","2008","2784"
"r_10","2","111","1","2008","3009"
"r_10","2","111","2","2008","2266"
"r_10","2","111","0","2009","2859"
"r_10","2","111","1","2009","3047"
"r_10","2","111","2","2009","2416"
"r_10","2","111","0","2010","2814"
"r_10","2","111","1","2010","2936"
"r_10","2","111","2","2010","2489"
"r_10","2","111","0","2011","2937"
"r_10","2","111","1","2011","3092"
"r_10","2","111","2","2011","2519"
"r_10","2","111","0","2012","3392"
"r_10","2","111","1","2012","3562"
"r_10","2","111","2","2012","2886"
"r_10","2","111","0","2013","3721"
"r_10","2","111","1","2013","3999"
"r_10","2","111","2","2013","2853"
"r_10","2","111","0","2014","3760"
"r_10","2","111","1","2014","3977"
"r_10","2","111","2","2014","3064"
"r_10","2","111","0","2015","3888"
"r_10","2","111","1","2015","4156"
"r_10","2","111","2","2015","3036"
"r_10","2","111","0","2016","3926"
"r_10","2","111","1","2016","4186"
"r_10","2","111","2","2016","3186"
"r_10","2","111","0","2017","4280"
"r_10","2","111","1","2017","4580"
"r_10","2","111","2","2017","3452"
"r_10","2","111","0","2018","4692"
"r_10","2","111","1","2018","5011"
"r_10","2","111","2","2018","3810"
"r_10","2","111","0","2019","5066"
"r_10","2","111","1","2019","5428"
"r_10","2","111","2","2019","4097"
"r_10","2","111","0","2020","5054"
"r_10","2","111","1","2020","5333"
"r_10","2","111","2","2020","4286"
"r_10","2","111","0","2021","5788"
"r_10","2","111","1","2021","6108"
"r_10","2","111","2","2021","4864"
"r_10","2","111","0","2022","6970"
"r_10","2","111","1","2022","7210"
"r_10","2","111","2","2022","6261"
"r_10","2","11101","0","2008","1194"
"r_10","2","11101","1","2008","1226"
"r_10","2","11101","2","2008","1119"
"r_10","2","11101","0","2009","1216"
"r_10","2","11101","1","2009","1252"
"r_10","2","11101","2","2009","1132"
"r_10","2","11101","0","2010","1219"
"r_10","2","11101","1","2010","1245"
"r_10","2","11101","2","2010","1151"
"r_10","2","11101","0","2011","1265"
"r_10","2","11101","1","2011","1293"
"r_10","2","11101","2","2011","1190"
"r_10","2","11101","0","2012","1355"
"r_10","2","11101","1","2012","1399"
"r_10","2","11101","2","2012","1227"
"r_10","2","11101","0","2013","1480"
"r_10","2","11101","1","2013","1544"
"r_10","2","11101","2","2013","1282"
"r_10","2","11101","0","2014","1458"
"r_10","2","11101","1","2014","1511"
"r_10","2","11101","2","2014","1287"
"r_10","2","11101","0","2015","1463"
"r_10","2","11101","1","2015","1529"
"r_10","2","11101","2","2015","1254"
"r_10","2","11101","0","2016","1464"
"r_10","2","11101","1","2016","1544"
"r_10","2","11101","2","2016","1238"
"r_10","2","11101","0","2017","1573"
"r_10","2","11101","1","2017","1656"
"r_10","2","11101","2","2017","1342"
"r_10","2","11101","0","2018","1714"
"r_10","2","11101","1","2018","1794"
"r_10","2","11101","2","2018","1494"
"r_10","2","11101","0","2019","1833"
"r_10","2","11101","1","2019","1938"
"r_10","2","11101","2","2019","1554"
"r_10","2","11101","0","2020","1872"
"r_10","2","11101","1","2020","1954"
"r_10","2","11101","2","2020","1645"
"r_10","2","11101","0","2021","2057"
"r_10","2","11101","1","2021","2133"
"r_10","2","11101","2","2021","1839"
"r_10","2","11101","0","2022","2529"
"r_10","2","11101","1","2022","2591"
"r_10","2","11101","2","2022","2347"
"r_10","2","11102","0","2008","142"
"r_10","2","11102","1","2008","156"
"r_10","2","11102","2","2008","112"
"r_10","2","11102","0","2009","157"
"r_10","2","11102","1","2009","165"
"r_10","2","11102","2","2009","137"
"r_10","2","11102","0","2010","150"
"r_10","2","11102","1","2010","155"
"r_10","2","11102","2","2010","137"
"r_10","2","11102","0","2011","155"
"r_10","2","11102","1","2011","165"
"r_10","2","11102","2","2011","130"
"r_10","2","11102","0","2012","178"
"r_10","2","11102","1","2012","186"
"r_10","2","11102","2","2012","155"
"r_10","2","11102","0","2013","180"
"r_10","2","11102","1","2013","194"
"r_10","2","11102","2","2013","137"
"r_10","2","11102","0","2014","186"
"r_10","2","11102","1","2014","201"
"r_10","2","11102","2","2014","139"
"r_10","2","11102","0","2015","204"
"r_10","2","11102","1","2015","223"
"r_10","2","11102","2","2015","140"
"r_10","2","11102","0","2016","206"
"r_10","2","11102","1","2016","225"
"r_10","2","11102","2","2016","155"
"r_10","2","11102","0","2017","219"
"r_10","2","11102","1","2017","239"
"r_10","2","11102","2","2017","165"
"r_10","2","11102","0","2018","236"
"r_10","2","11102","1","2018","253"
"r_10","2","11102","2","2018","187"
"r_10","2","11102","0","2019","261"
"r_10","2","11102","1","2019","279"
"r_10","2","11102","2","2019","212"
"r_10","2","11102","0","2020","265"
"r_10","2","11102","1","2020","275"
"r_10","2","11102","2","2020","239"
"r_10","2","11102","0","2021","289"
"r_10","2","11102","1","2021","299"
"r_10","2","11102","2","2021","260"
"r_10","2","11102","0","2022","327"
"r_10","2","11102","1","2022","331"
"r_10","2","11102","2","2022","317"
"r_10","2","11103","0","2008","113"
"r_10","2","11103","1","2008","131"
"r_10","2","11103","2","2008","73"
"r_10","2","11103","0","2009","103"
"r_10","2","11103","1","2009","115"
"r_10","2","11103","2","2009","74"
"r_10","2","11103","0","2010","93"
"r_10","2","11103","1","2010","101"
"r_10","2","11103","2","2010","72"
"r_10","2","11103","0","2011","104"
"r_10","2","11103","1","2011","115"
"r_10","2","11103","2","2011","76"
"r_10","2","11103","0","2012","129"
"r_10","2","11103","1","2012","142"
"r_10","2","11103","2","2012","90"
"r_10","2","11103","0","2013","154"
"r_10","2","11103","1","2013","175"
"r_10","2","11103","2","2013","88"
"r_10","2","11103","0","2014","171"
"r_10","2","11103","1","2014","188"
"r_10","2","11103","2","2014","120"
"r_10","2","11103","0","2015","165"
"r_10","2","11103","1","2015","182"
"r_10","2","11103","2","2015","110"
"r_10","2","11103","0","2016","172"
"r_10","2","11103","1","2016","188"
"r_10","2","11103","2","2016","124"
"r_10","2","11103","0","2017","183"
"r_10","2","11103","1","2017","203"
"r_10","2","11103","2","2017","129"
"r_10","2","11103","0","2018","196"
"r_10","2","11103","1","2018","218"
"r_10","2","11103","2","2018","136"
"r_10","2","11103","0","2019","202"
"r_10","2","11103","1","2019","223"
"r_10","2","11103","2","2019","146"
"r_10","2","11103","0","2020","188"
"r_10","2","11103","1","2020","203"
"r_10","2","11103","2","2020","146"
"r_10","2","11103","0","2021","256"
"r_10","2","11103","1","2021","284"
"r_10","2","11103","2","2021","175"
"r_10","2","11103","0","2022","281"
"r_10","2","11103","1","2022","306"
"r_10","2","11103","2","2022","208"
"r_10","2","11104","0","2008","443"
"r_10","2","11104","1","2008","474"
"r_10","2","11104","2","2008","374"
"r_10","2","11104","0","2009","484"
"r_10","2","11104","1","2009","507"
"r_10","2","11104","2","2009","428"
"r_10","2","11104","0","2010","470"
"r_10","2","11104","1","2010","479"
"r_10","2","11104","2","2010","448"
"r_10","2","11104","0","2011","493"
"r_10","2","11104","1","2011","510"
"r_10","2","11104","2","2011","447"
"r_10","2","11104","0","2012","621"
"r_10","2","11104","1","2012","633"
"r_10","2","11104","2","2012","587"
"r_10","2","11104","0","2013","632"
"r_10","2","11104","1","2013","662"
"r_10","2","11104","2","2013","539"
"r_10","2","11104","0","2014","606"
"r_10","2","11104","1","2014","616"
"r_10","2","11104","2","2014","572"
"r_10","2","11104","0","2015","666"
"r_10","2","11104","1","2015","686"
"r_10","2","11104","2","2015","603"
"r_10","2","11104","0","2016","681"
"r_10","2","11104","1","2016","684"
"r_10","2","11104","2","2016","670"
"r_10","2","11104","0","2017","770"
"r_10","2","11104","1","2017","781"
"r_10","2","11104","2","2017","742"
"r_10","2","11104","0","2018","787"
"r_10","2","11104","1","2018","788"
"r_10","2","11104","2","2018","785"
"r_10","2","11104","0","2019","836"
"r_10","2","11104","1","2019","854"
"r_10","2","11104","2","2019","788"
"r_10","2","11104","0","2020","861"
"r_10","2","11104","1","2020","865"
"r_10","2","11104","2","2020","850"
"r_10","2","11104","0","2021","974"
"r_10","2","11104","1","2021","981"
"r_10","2","11104","2","2021","956"
"r_10","2","11104","0","2022","1187"
"r_10","2","11104","1","2022","1158"
"r_10","2","11104","2","2022","1273"
"r_10","2","11105","0","2008","122"
"r_10","2","11105","1","2008","134"
"r_10","2","11105","2","2008","93"
"r_10","2","11105","0","2009","123"
"r_10","2","11105","1","2009","132"
"r_10","2","11105","2","2009","102"
"r_10","2","11105","0","2010","111"
"r_10","2","11105","1","2010","119"
"r_10","2","11105","2","2010","92"
"r_10","2","11105","0","2011","96"
"r_10","2","11105","1","2011","102"
"r_10","2","11105","2","2011","80"
"r_10","2","11105","0","2012","131"
"r_10","2","11105","1","2012","138"
"r_10","2","11105","2","2012","110"
"r_10","2","11105","0","2013","152"
"r_10","2","11105","1","2013","168"
"r_10","2","11105","2","2013","105"
"r_10","2","11105","0","2014","166"
"r_10","2","11105","1","2014","174"
"r_10","2","11105","2","2014","140"
"r_10","2","11105","0","2015","173"
"r_10","2","11105","1","2015","186"
"r_10","2","11105","2","2015","131"
"r_10","2","11105","0","2016","175"
"r_10","2","11105","1","2016","181"
"r_10","2","11105","2","2016","158"
"r_10","2","11105","0","2017","217"
"r_10","2","11105","1","2017","233"
"r_10","2","11105","2","2017","172"
"r_10","2","11105","0","2018","230"
"r_10","2","11105","1","2018","245"
"r_10","2","11105","2","2018","188"
"r_10","2","11105","0","2019","231"
"r_10","2","11105","1","2019","242"
"r_10","2","11105","2","2019","202"
"r_10","2","11105","0","2020","260"
"r_10","2","11105","1","2020","271"
"r_10","2","11105","2","2020","231"
"r_10","2","11105","0","2021","333"
"r_10","2","11105","1","2021","352"
"r_10","2","11105","2","2021","275"
"r_10","2","11105","0","2022","379"
"r_10","2","11105","1","2022","396"
"r_10","2","11105","2","2022","328"
"r_10","2","11106","0","2008","155"
"r_10","2","11106","1","2008","168"
"r_10","2","11106","2","2008","126"
"r_10","2","11106","0","2009","177"
"r_10","2","11106","1","2009","189"
"r_10","2","11106","2","2009","150"
"r_10","2","11106","0","2010","181"
"r_10","2","11106","1","2010","186"
"r_10","2","11106","2","2010","166"
"r_10","2","11106","0","2011","196"
"r_10","2","11106","1","2011","203"
"r_10","2","11106","2","2011","176"
"r_10","2","11106","0","2012","212"
"r_10","2","11106","1","2012","214"
"r_10","2","11106","2","2012","205"
"r_10","2","11106","0","2013","233"
"r_10","2","11106","1","2013","247"
"r_10","2","11106","2","2013","191"
"r_10","2","11106","0","2014","235"
"r_10","2","11106","1","2014","244"
"r_10","2","11106","2","2014","206"
"r_10","2","11106","0","2015","248"
"r_10","2","11106","1","2015","256"
"r_10","2","11106","2","2015","221"
"r_10","2","11106","0","2016","263"
"r_10","2","11106","1","2016","276"
"r_10","2","11106","2","2016","226"
"r_10","2","11106","0","2017","280"
"r_10","2","11106","1","2017","293"
"r_10","2","11106","2","2017","243"
"r_10","2","11106","0","2018","313"
"r_10","2","11106","1","2018","327"
"r_10","2","11106","2","2018","277"
"r_10","2","11106","0","2019","386"
"r_10","2","11106","1","2019","386"
"r_10","2","11106","2","2019","387"
"r_10","2","11106","0","2020","388"
"r_10","2","11106","1","2020","403"
"r_10","2","11106","2","2020","345"
"r_10","2","11106","0","2021","442"
"r_10","2","11106","1","2021","456"
"r_10","2","11106","2","2021","401"
"r_10","2","11106","0","2022","546"
"r_10","2","11106","1","2022","553"
"r_10","2","11106","2","2022","526"
"r_10","2","11107","0","2008","228"
"r_10","2","11107","1","2008","263"
"r_10","2","11107","2","2008","149"
"r_10","2","11107","0","2009","201"
"r_10","2","11107","1","2009","224"
"r_10","2","11107","2","2009","148"
"r_10","2","11107","0","2010","200"
"r_10","2","11107","1","2010","217"
"r_10","2","11107","2","2010","155"
"r_10","2","11107","0","2011","207"
"r_10","2","11107","1","2011","228"
"r_10","2","11107","2","2011","150"
"r_10","2","11107","0","2012","260"
"r_10","2","11107","1","2012","279"
"r_10","2","11107","2","2012","202"
"r_10","2","11107","0","2013","309"
"r_10","2","11107","1","2013","345"
"r_10","2","11107","2","2013","195"
"r_10","2","11107","0","2014","331"
"r_10","2","11107","1","2014","365"
"r_10","2","11107","2","2014","221"
"r_10","2","11107","0","2015","331"
"r_10","2","11107","1","2015","363"
"r_10","2","11107","2","2015","228"
"r_10","2","11107","0","2016","326"
"r_10","2","11107","1","2016","359"
"r_10","2","11107","2","2016","233"
"r_10","2","11107","0","2017","352"
"r_10","2","11107","1","2017","395"
"r_10","2","11107","2","2017","235"
"r_10","2","11107","0","2018","419"
"r_10","2","11107","1","2018","468"
"r_10","2","11107","2","2018","285"
"r_10","2","11107","0","2019","467"
"r_10","2","11107","1","2019","528"
"r_10","2","11107","2","2019","304"
"r_10","2","11107","0","2020","415"
"r_10","2","11107","1","2020","452"
"r_10","2","11107","2","2020","311"
"r_10","2","11107","0","2021","483"
"r_10","2","11107","1","2021","524"
"r_10","2","11107","2","2021","364"
"r_10","2","11107","0","2022","614"
"r_10","2","11107","1","2022","652"
"r_10","2","11107","2","2022","502"
"r_10","2","11108","0","2008","145"
"r_10","2","11108","1","2008","169"
"r_10","2","11108","2","2008","91"
"r_10","2","11108","0","2009","150"
"r_10","2","11108","1","2009","173"
"r_10","2","11108","2","2009","96"
"r_10","2","11108","0","2010","153"
"r_10","2","11108","1","2010","169"
"r_10","2","11108","2","2010","110"
"r_10","2","11108","0","2011","162"
"r_10","2","11108","1","2011","181"
"r_10","2","11108","2","2011","113"
"r_10","2","11108","0","2012","179"
"r_10","2","11108","1","2012","198"
"r_10","2","11108","2","2012","121"
"r_10","2","11108","0","2013","192"
"r_10","2","11108","1","2013","215"
"r_10","2","11108","2","2013","121"
"r_10","2","11108","0","2014","198"
"r_10","2","11108","1","2014","219"
"r_10","2","11108","2","2014","132"
"r_10","2","11108","0","2015","202"
"r_10","2","11108","1","2015","224"
"r_10","2","11108","2","2015","133"
"r_10","2","11108","0","2016","211"
"r_10","2","11108","1","2016","234"
"r_10","2","11108","2","2016","146"
"r_10","2","11108","0","2017","224"
"r_10","2","11108","1","2017","247"
"r_10","2","11108","2","2017","160"
"r_10","2","11108","0","2018","248"
"r_10","2","11108","1","2018","274"
"r_10","2","11108","2","2018","176"
"r_10","2","11108","0","2019","263"
"r_10","2","11108","1","2019","289"
"r_10","2","11108","2","2019","194"
"r_10","2","11108","0","2020","285"
"r_10","2","11108","1","2020","312"
"r_10","2","11108","2","2020","213"
"r_10","2","11108","0","2021","315"
"r_10","2","11108","1","2021","343"
"r_10","2","11108","2","2021","235"
"r_10","2","11108","0","2022","360"
"r_10","2","11108","1","2022","385"
"r_10","2","11108","2","2022","286"
"r_10","2","11109","0","2008","120"
"r_10","2","11109","1","2008","148"
"r_10","2","11109","2","2008","56"
"r_10","2","11109","0","2009","129"
"r_10","2","11109","1","2009","155"
"r_10","2","11109","2","2009","66"
"r_10","2","11109","0","2010","114"
"r_10","2","11109","1","2010","133"
"r_10","2","11109","2","2010","64"
"r_10","2","11109","0","2011","121"
"r_10","2","11109","1","2011","141"
"r_10","2","11109","2","2011","66"
"r_10","2","11109","0","2012","167"
"r_10","2","11109","1","2012","194"
"r_10","2","11109","2","2012","87"
"r_10","2","11109","0","2013","202"
"r_10","2","11109","1","2013","238"
"r_10","2","11109","2","2013","89"
"r_10","2","11109","0","2014","211"
"r_10","2","11109","1","2014","239"
"r_10","2","11109","2","2014","120"
"r_10","2","11109","0","2015","227"
"r_10","2","11109","1","2015","265"
"r_10","2","11109","2","2015","106"
"r_10","2","11109","0","2016","226"
"r_10","2","11109","1","2016","268"
"r_10","2","11109","2","2016","108"
"r_10","2","11109","0","2017","230"
"r_10","2","11109","1","2017","268"
"r_10","2","11109","2","2017","125"
"r_10","2","11109","0","2018","279"
"r_10","2","11109","1","2018","334"
"r_10","2","11109","2","2018","126"
"r_10","2","11109","0","2019","322"
"r_10","2","11109","1","2019","385"
"r_10","2","11109","2","2019","154"
"r_10","2","11109","0","2020","250"
"r_10","2","11109","1","2020","291"
"r_10","2","11109","2","2020","138"
"r_10","2","11109","0","2021","312"
"r_10","2","11109","1","2021","365"
"r_10","2","11109","2","2021","159"
"r_10","2","11109","0","2022","380"
"r_10","2","11109","1","2022","437"
"r_10","2","11109","2","2022","211"
"r_10","2","11110","0","2008","120"
"r_10","2","11110","1","2008","140"
"r_10","2","11110","2","2008","74"
"r_10","2","11110","0","2009","120"
"r_10","2","11110","1","2009","135"
"r_10","2","11110","2","2009","83"
"r_10","2","11110","0","2010","121"
"r_10","2","11110","1","2010","132"
"r_10","2","11110","2","2010","94"
"r_10","2","11110","0","2011","136"
"r_10","2","11110","1","2011","153"
"r_10","2","11110","2","2011","90"
"r_10","2","11110","0","2012","160"
"r_10","2","11110","1","2012","179"
"r_10","2","11110","2","2012","102"
"r_10","2","11110","0","2013","186"
"r_10","2","11110","1","2013","211"
"r_10","2","11110","2","2013","106"
"r_10","2","11110","0","2014","198"
"r_10","2","11110","1","2014","220"
"r_10","2","11110","2","2014","127"
"r_10","2","11110","0","2015","209"
"r_10","2","11110","1","2015","241"
"r_10","2","11110","2","2015","109"
"r_10","2","11110","0","2016","202"
"r_10","2","11110","1","2016","228"
"r_10","2","11110","2","2016","127"
"r_10","2","11110","0","2017","232"
"r_10","2","11110","1","2017","266"
"r_10","2","11110","2","2017","140"
"r_10","2","11110","0","2018","270"
"r_10","2","11110","1","2018","311"
"r_10","2","11110","2","2018","157"
"r_10","2","11110","0","2019","264"
"r_10","2","11110","1","2019","305"
"r_10","2","11110","2","2019","155"
"r_10","2","11110","0","2020","270"
"r_10","2","11110","1","2020","307"
"r_10","2","11110","2","2020","167"
"r_10","2","11110","0","2021","326"
"r_10","2","11110","1","2021","370"
"r_10","2","11110","2","2021","200"
"r_10","2","11110","0","2022","366"
"r_10","2","11110","1","2022","401"
"r_10","2","11110","2","2022","262"
"r_10","2","112","0","2008","102"
"r_10","2","112","1","2008","123"
"r_10","2","112","2","2008","53"
"r_10","2","112","0","2009","106"
"r_10","2","112","1","2009","126"
"r_10","2","112","2","2009","57"
"r_10","2","112","0","2010","122"
"r_10","2","112","1","2010","140"
"r_10","2","112","2","2010","73"
"r_10","2","112","0","2011","180"
"r_10","2","112","1","2011","209"
"r_10","2","112","2","2011","100"
"r_10","2","112","0","2012","200"
"r_10","2","112","1","2012","227"
"r_10","2","112","2","2012","120"
"r_10","2","112","0","2013","219"
"r_10","2","112","1","2013","247"
"r_10","2","112","2","2013","130"
"r_10","2","112","0","2014","219"
"r_10","2","112","1","2014","249"
"r_10","2","112","2","2014","122"
"r_10","2","112","0","2015","231"
"r_10","2","112","1","2015","264"
"r_10","2","112","2","2015","126"
"r_10","2","112","0","2016","247"
"r_10","2","112","1","2016","285"
"r_10","2","112","2","2016","140"
"r_10","2","112","0","2017","290"
"r_10","2","112","1","2017","336"
"r_10","2","112","2","2017","161"
"r_10","2","112","0","2018","318"
"r_10","2","112","1","2018","368"
"r_10","2","112","2","2018","182"
"r_10","2","112","0","2019","348"
"r_10","2","112","1","2019","401"
"r_10","2","112","2","2019","207"
"r_10","2","112","0","2020","360"
"r_10","2","112","1","2020","408"
"r_10","2","112","2","2020","226"
"r_10","2","112","0","2021","394"
"r_10","2","112","1","2021","443"
"r_10","2","112","2","2021","254"
"r_10","2","112","0","2022","423"
"r_10","2","112","1","2022","469"
"r_10","2","112","2","2022","290"
"r_10","2","113","0","2008","120"
"r_10","2","113","1","2008","145"
"r_10","2","113","2","2008","64"
"r_10","2","113","0","2009","123"
"r_10","2","113","1","2009","147"
"r_10","2","113","2","2009","67"
"r_10","2","113","0","2010","145"
"r_10","2","113","1","2010","165"
"r_10","2","113","2","2010","90"
"r_10","2","113","0","2011","205"
"r_10","2","113","1","2011","234"
"r_10","2","113","2","2011","126"
"r_10","2","113","0","2012","247"
"r_10","2","113","1","2012","279"
"r_10","2","113","2","2012","154"
"r_10","2","113","0","2013","285"
"r_10","2","113","1","2013","321"
"r_10","2","113","2","2013","170"
"r_10","2","113","0","2014","284"
"r_10","2","113","1","2014","326"
"r_10","2","113","2","2014","150"
"r_10","2","113","0","2015","297"
"r_10","2","113","1","2015","341"
"r_10","2","113","2","2015","157"
"r_10","2","113","0","2016","310"
"r_10","2","113","1","2016","353"
"r_10","2","113","2","2016","189"
"r_10","2","113","0","2017","358"
"r_10","2","113","1","2017","410"
"r_10","2","113","2","2017","214"
"r_10","2","113","0","2018","420"
"r_10","2","113","1","2018","478"
"r_10","2","113","2","2018","259"
"r_10","2","113","0","2019","472"
"r_10","2","113","1","2019","535"
"r_10","2","113","2","2019","303"
"r_10","2","113","0","2020","500"
"r_10","2","113","1","2020","564"
"r_10","2","113","2","2020","326"
"r_10","2","113","0","2021","532"
"r_10","2","113","1","2021","595"
"r_10","2","113","2","2021","351"
"r_10","2","113","0","2022","597"
"r_10","2","113","1","2022","651"
"r_10","2","113","2","2022","439"
"r_10","2","114","0","2008","59"
"r_10","2","114","1","2008","63"
"r_10","2","114","2","2008","51"
"r_10","2","114","0","2009","63"
"r_10","2","114","1","2009","64"
"r_10","2","114","2","2009","62"
"r_10","2","114","0","2010","55"
"r_10","2","114","1","2010","57"
"r_10","2","114","2","2010","51"
"r_10","2","114","0","2011","58"
"r_10","2","114","1","2011","65"
"r_10","2","114","2","2011","37"
"r_10","2","114","0","2012","55"
"r_10","2","114","1","2012","60"
"r_10","2","114","2","2012","42"
"r_10","2","114","0","2013","52"
"r_10","2","114","1","2013","55"
"r_10","2","114","2","2013","42"
"r_10","2","114","0","2014","56"
"r_10","2","114","1","2014","58"
"r_10","2","114","2","2014","49"
"r_10","2","114","0","2015","57"
"r_10","2","114","1","2015","62"
"r_10","2","114","2","2015","41"
"r_10","2","114","0","2016","55"
"r_10","2","114","1","2016","58"
"r_10","2","114","2","2016","48"
"r_10","2","114","0","2017","63"
"r_10","2","114","1","2017","68"
"r_10","2","114","2","2017","49"
"r_10","2","114","0","2018","58"
"r_10","2","114","1","2018","66"
"r_10","2","114","2","2018","37"
"r_10","2","114","0","2019","64"
"r_10","2","114","1","2019","69"
"r_10","2","114","2","2019","53"
"r_10","2","114","0","2020","56"
"r_10","2","114","1","2020","57"
"r_10","2","114","2","2020","53"
"r_10","2","114","0","2021","63"
"r_10","2","114","1","2021","70"
"r_10","2","114","2","2021","44"
"r_10","2","114","0","2022","68"
"r_10","2","114","1","2022","72"
"r_10","2","114","2","2022","59"
"r_10","2","115","0","2008","199"
"r_10","2","115","1","2008","176"
"r_10","2","115","2","2008","252"
"r_10","2","115","0","2009","184"
"r_10","2","115","1","2009","160"
"r_10","2","115","2","2009","240"
"r_10","2","115","0","2010","143"
"r_10","2","115","1","2010","124"
"r_10","2","115","2","2010","193"
"r_10","2","115","0","2011","115"
"r_10","2","115","1","2011","104"
"r_10","2","115","2","2011","144"
"r_10","2","115","0","2012","163"
"r_10","2","115","1","2012","156"
"r_10","2","115","2","2012","185"
"r_10","2","115","0","2013","189"
"r_10","2","115","1","2013","180"
"r_10","2","115","2","2013","218"
"r_10","2","115","0","2014","190"
"r_10","2","115","1","2014","166"
"r_10","2","115","2","2014","265"
"r_10","2","115","0","2015","193"
"r_10","2","115","1","2015","175"
"r_10","2","115","2","2015","249"
"r_10","2","115","0","2016","216"
"r_10","2","115","1","2016","214"
"r_10","2","115","2","2016","223"
"r_10","2","115","0","2017","227"
"r_10","2","115","1","2017","218"
"r_10","2","115","2","2017","251"
"r_10","2","115","0","2018","284"
"r_10","2","115","1","2018","275"
"r_10","2","115","2","2018","309"
"r_10","2","115","0","2019","263"
"r_10","2","115","1","2019","251"
"r_10","2","115","2","2019","294"
"r_10","2","115","0","2020","251"
"r_10","2","115","1","2020","235"
"r_10","2","115","2","2020","295"
"r_10","2","115","0","2021","264"
"r_10","2","115","1","2021","254"
"r_10","2","115","2","2021","291"
"r_10","2","115","0","2022","330"
"r_10","2","115","1","2022","334"
"r_10","2","115","2","2022","318"
"r_10","2","12","0","2008","133"
"r_10","2","12","1","2008","149"
"r_10","2","12","2","2008","98"
"r_10","2","12","0","2009","167"
"r_10","2","12","1","2009","197"
"r_10","2","12","2","2009","98"
"r_10","2","12","0","2010","78"
"r_10","2","12","1","2010","80"
"r_10","2","12","2","2010","71"
"r_10","2","12","0","2011","46"
"r_10","2","12","1","2011","56"
"r_10","2","12","2","2011","17"
"r_10","2","12","0","2012","65"
"r_10","2","12","1","2012","69"
"r_10","2","12","2","2012","50"
"r_10","2","12","0","2013","75"
"r_10","2","12","1","2013","87"
"r_10","2","12","2","2013","35"
"r_10","2","12","0","2014","113"
"r_10","2","12","1","2014","128"
"r_10","2","12","2","2014","64"
"r_10","2","12","0","2015","131"
"r_10","2","12","1","2015","152"
"r_10","2","12","2","2015","64"
"r_10","2","12","0","2016","195"
"r_10","2","12","1","2016","231"
"r_10","2","12","2","2016","94"
"r_10","2","12","0","2017","282"
"r_10","2","12","1","2017","341"
"r_10","2","12","2","2017","120"
"r_10","2","12","0","2018","305"
"r_10","2","12","1","2018","349"
"r_10","2","12","2","2018","186"
"r_10","2","12","0","2019","383"
