RevisionColumn,Units,periods,Countries_TOUR,Indicators,ValueColumn
"r_1","num","2012II","EU","3.5.1.1.2","77029"
"r_1","num","2012II","EU","3.5.1.1.3","11663"
"r_1","num","2012II","AT","3.5.1.1","3911"
"r_1","num","2012II","AT","3.5.1.1.1","1467"
"r_1","num","2012II","AT","3.5.1.1.2","2094"
"r_1","num","2012II","AT","3.5.1.1.3","350"
"r_1","num","2012II","BE","3.5.1.1","1620"
"r_1","num","2012II","BE","3.5.1.1.1","451"
"r_1","num","2012II","BE","3.5.1.1.2","1012"
"r_1","num","2012II","BE","3.5.1.1.3","157"
"r_1","num","2012II","GB","3.5.1.1","4858"
"r_1","num","2012II","GB","3.5.1.1.1","613"
"r_1","num","2012II","GB","3.5.1.1.2","3228"
"r_1","num","2012II","GB","3.5.1.1.3","1017"
"r_1","num","2012II","DE","3.5.1.1","9584"
"r_1","num","2012II","DE","3.5.1.1.1","2451"
"r_1","num","2012II","DE","3.5.1.1.2","6490"
"r_1","num","2012II","DE","3.5.1.1.3","643"
"r_1","num","2012II","GR","3.5.1.1","69866"
"r_1","num","2012II","GR","3.5.1.1.1","20831"
"r_1","num","2012II","GR","3.5.1.1.2","42231"
"r_1","num","2012II","GR","3.5.1.1.3","6804"
"r_1","num","2012II","DK","3.5.1.1","118"
"r_1","num","2012II","DK","3.5.1.1.1","12"
"r_1","num","2012II","DK","3.5.1.1.2","91"
"r_1","num","2012II","DK","3.5.1.1.3","15"
"r_1","num","2012II","IE","3.5.1.1","33"
"r_1","num","2012II","IE","3.5.1.1.1","3"
"r_1","num","2012II","IE","3.5.1.1.2","18"
"r_1","num","2012II","IE","3.5.1.1.3","12"
"r_1","num","2012II","ES","3.5.1.1","4732"
"r_1","num","2012II","ES","3.5.1.1.1","1497"
"r_1","num","2012II","ES","3.5.1.1.2","2918"
"r_1","num","2012II","ES","3.5.1.1.3","317"
"r_1","num","2012II","IT","3.5.1.1","4172"
"r_1","num","2012II","IT","3.5.1.1.1","1296"
"r_1","num","2012II","IT","3.5.1.1.2","2631"
"r_1","num","2012II","IT","3.5.1.1.3","245"
"r_1","num","2012II","CY","3.5.1.1","818"
"r_1","num","2012II","CY","3.5.1.1.1","170"
"r_1","num","2012II","CY","3.5.1.1.2","549"
"r_1","num","2012II","CY","3.5.1.1.3","99"
"r_1","num","2012II","MT","3.5.1.1","56"
"r_1","num","2012II","MT","3.5.1.1.1","14"
"r_1","num","2012II","MT","3.5.1.1.2","37"
"r_1","num","2012II","MT","3.5.1.1.3","5"
"r_1","num","2012II","NL","3.5.1.1","1394"
"r_1","num","2012II","NL","3.5.1.1.1","336"
"r_1","num","2012II","NL","3.5.1.1.2","918"
"r_1","num","2012II","NL","3.5.1.1.3","140"
"r_1","num","2012II","PL","3.5.1.1","1441"
"r_1","num","2012II","PL","3.5.1.1.1","641"
"r_1","num","2012II","PL","3.5.1.1.2","626"
"r_1","num","2012II","PL","3.5.1.1.3","174"
"r_1","num","2012II","PT","3.5.1.1","114"
"r_1","num","2012II","PT","3.5.1.1.1","40"
"r_1","num","2012II","PT","3.5.1.1.2","68"
"r_1","num","2012II","PT","3.5.1.1.3","6"
"r_1","num","2012II","RO","3.5.1.1","19937"
"r_1","num","2012II","RO","3.5.1.1.1","7201"
"r_1","num","2012II","RO","3.5.1.1.2","11508"
"r_1","num","2012II","RO","3.5.1.1.3","1228"
"r_1","num","2012II","SK","3.5.1.1","82"
"r_1","num","2012II","SK","3.5.1.1.1","15"
"r_1","num","2012II","SK","3.5.1.1.2","62"
"r_1","num","2012II","SK","3.5.1.1.3","5"
"r_1","num","2012II","SI","3.5.1.1","145"
"r_1","num","2012II","SI","3.5.1.1.1","57"
"r_1","num","2012II","SI","3.5.1.1.2","82"
"r_1","num","2012II","SI","3.5.1.1.3","6"
"r_1","num","2012II","HU","3.5.1.1","930"
"r_1","num","2012II","HU","3.5.1.1.1","167"
"r_1","num","2012II","HU","3.5.1.1.2","540"
"r_1","num","2012II","HU","3.5.1.1.3","223"
"r_1","num","2012II","FI","3.5.1.1","21"
"r_1","num","2012II","FI","3.5.1.1.1","5"
"r_1","num","2012II","FI","3.5.1.1.2","9"
"r_1","num","2012II","FI","3.5.1.1.3","7"
"r_1","num","2012II","FR","3.5.1.1","1452"
"r_1","num","2012II","FR","3.5.1.1.1","223"
"r_1","num","2012II","FR","3.5.1.1.2","1122"
"r_1","num","2012II","FR","3.5.1.1.3","107"
"r_1","num","2012II","HR","3.5.1.1","."
"r_1","num","2012II","HR","3.5.1.1.1","."
"r_1","num","2012II","HR","3.5.1.1.2","."
"r_1","num","2012II","HR","3.5.1.1.3","."
"r_1","num","2012II","CZ","3.5.1.1","977"
"r_1","num","2012II","CZ","3.5.1.1.1","192"
"r_1","num","2012II","CZ","3.5.1.1.2","702"
"r_1","num","2012II","CZ","3.5.1.1.3","83"
"r_1","num","2012II","SE","3.5.1.1","95"
"r_1","num","2012II","SE","3.5.1.1.1","15"
"r_1","num","2012II","SE","3.5.1.1.2","64"
"r_1","num","2012II","SE","3.5.1.1.3","16"
"r_1","num","2012II","OTH_EU","3.5.1.1","37"
"r_1","num","2012II","OTH_EU","3.5.1.1.1","4"
"r_1","num","2012II","OTH_EU","3.5.1.1.2","29"
"r_1","num","2012II","OTH_EU","3.5.1.1.3","4"
"r_1","num","2012II","OTH_EUR","3.5.1.1","96067"
"r_1","num","2012II","OTH_EUR","3.5.1.1.1","22451"
"r_1","num","2012II","OTH_EUR","3.5.1.1.2","24666"
"r_1","num","2012II","OTH_EUR","3.5.1.1.3","48950"
"r_1","num","2012II","NO","3.5.1.1","47"
"r_1","num","2012II","NO","3.5.1.1.1","15"
"r_1","num","2012II","NO","3.5.1.1.2","21"
"r_1","num","2012II","NO","3.5.1.1.3","11"
"r_1","num","2012II","MK","3.5.1.1","16641"
"r_1","num","2012II","MK","3.5.1.1.1","2787"
"r_1","num","2012II","MK","3.5.1.1.2","5398"
"r_1","num","2012II","MK","3.5.1.1.3","8456"
"r_1","num","2012II","RU","3.5.1.1","611"
"r_1","num","2012II","RU","3.5.1.1.1","92"
"r_1","num","2012II","RU","3.5.1.1.2","402"
"r_1","num","2012II","RU","3.5.1.1.3","117"
"r_1","num","2012II","RS","3.5.1.1","17903"
"r_1","num","2012II","RS","3.5.1.1.1","9292"
"r_1","num","2012II","RS","3.5.1.1.2","7665"
"r_1","num","2012II","RS","3.5.1.1.3","946"
"r_1","num","2012II","TR","3.5.1.1","59923"
"r_1","num","2012II","TR","3.5.1.1.1","10105"
"r_1","num","2012II","TR","3.5.1.1.2","10515"
"r_1","num","2012II","TR","3.5.1.1.3","39303"
"r_1","num","2012II","UA","3.5.1.1","398"
"r_1","num","2012II","UA","3.5.1.1.1","78"
"r_1","num","2012II","UA","3.5.1.1.2","258"
"r_1","num","2012II","UA","3.5.1.1.3","62"
"r_1","num","2012II","CH","3.5.1.1","544"
"r_1","num","2012II","CH","3.5.1.1.1","82"
"r_1","num","2012II","CH","3.5.1.1.2","407"
"r_1","num","2012II","CH","3.5.1.1.3","55"
"r_1","num","2012II","OTH","3.5.1.1","306"
"r_1","num","2012II","OTH","3.5.1.1.1","57"
"r_1","num","2012II","OTH","3.5.1.1.2","90"
"r_1","num","2012II","OTH","3.5.1.1.3","159"
"r_1","num","2012II","IL","3.5.1.1","137"
"r_1","num","2012II","IL","3.5.1.1.1","22"
"r_1","num","2012II","IL","3.5.1.1.2","70"
"r_1","num","2012II","IL","3.5.1.1.3","45"
"r_1","num","2012II","CA","3.5.1.1","40"
"r_1","num","2012II","CA","3.5.1.1.1","1"
"r_1","num","2012II","CA","3.5.1.1.2","4"
"r_1","num","2012II","CA","3.5.1.1.3","35"
"r_1","num","2012II","US","3.5.1.1","129"
"r_1","num","2012II","US","3.5.1.1.1","34"
"r_1","num","2012II","US","3.5.1.1.2","16"
"r_1","num","2012II","US","3.5.1.1.3","79"
"r_1","num","2012II","RoW","3.5.1.1","3649"
"r_1","num","2012II","RoW","3.5.1.1.1","1553"
"r_1","num","2012II","RoW","3.5.1.1.2","1618"
"r_1","num","2012II","RoW","3.5.1.1.3","478"
"r_1","num","2012III","total","3.5.1.1","308072"
"r_1","num","2012III","total","3.5.1.1.1","124353"
"r_1","num","2012III","total","3.5.1.1.2","97952"
"r_1","num","2012III","total","3.5.1.1.3","85767"
"r_1","num","2012III","EU","3.5.1.1","120937"
"r_1","num","2012III","EU","3.5.1.1.1","28459"
"r_1","num","2012III","EU","3.5.1.1.2","71861"
"r_1","num","2012III","EU","3.5.1.1.3","20617"
"r_1","num","2012III","AT","3.5.1.1","5943"
"r_1","num","2012III","AT","3.5.1.1.1","2077"
"r_1","num","2012III","AT","3.5.1.1.2","3507"
"r_1","num","2012III","AT","3.5.1.1.3","359"
"r_1","num","2012III","BE","3.5.1.1","3189"
"r_1","num","2012III","BE","3.5.1.1.1","280"
"r_1","num","2012III","BE","3.5.1.1.2","2806"
"r_1","num","2012III","BE","3.5.1.1.3","103"
"r_1","num","2012III","GB","3.5.1.1","6594"
"r_1","num","2012III","GB","3.5.1.1.1","3115"
"r_1","num","2012III","GB","3.5.1.1.2","2188"
"r_1","num","2012III","GB","3.5.1.1.3","1291"
"r_1","num","2012III","DE","3.5.1.1","15154"
"r_1","num","2012III","DE","3.5.1.1.1","3104"
"r_1","num","2012III","DE","3.5.1.1.2","11139"
"r_1","num","2012III","DE","3.5.1.1.3","911"
"r_1","num","2012III","GR","3.5.1.1","45313"
"r_1","num","2012III","GR","3.5.1.1.1","11846"
"r_1","num","2012III","GR","3.5.1.1.2","23159"
"r_1","num","2012III","GR","3.5.1.1.3","10308"
"r_1","num","2012III","DK","3.5.1.1","156"
"r_1","num","2012III","DK","3.5.1.1.1","-"
"r_1","num","2012III","DK","3.5.1.1.2","136"
"r_1","num","2012III","DK","3.5.1.1.3","20"
"r_1","num","2012III","IE","3.5.1.1","-"
"r_1","num","2012III","IE","3.5.1.1.1","-"
"r_1","num","2012III","IE","3.5.1.1.2","-"
"r_1","num","2012III","IE","3.5.1.1.3","-"
"r_1","num","2012III","ES","3.5.1.1","6816"
"r_1","num","2012III","ES","3.5.1.1.1","4340"
"r_1","num","2012III","ES","3.5.1.1.2","963"
"r_1","num","2012III","ES","3.5.1.1.3","1513"
"r_1","num","2012III","IT","3.5.1.1","6267"
"r_1","num","2012III","IT","3.5.1.1.1","1669"
"r_1","num","2012III","IT","3.5.1.1.2","3851"
"r_1","num","2012III","IT","3.5.1.1.3","747"
"r_1","num","2012III","CY","3.5.1.1","1210"
"r_1","num","2012III","CY","3.5.1.1.1","631"
"r_1","num","2012III","CY","3.5.1.1.2","526"
"r_1","num","2012III","CY","3.5.1.1.3","53"
"r_1","num","2012III","MT","3.5.1.1","29"
"r_1","num","2012III","MT","3.5.1.1.1","-"
"r_1","num","2012III","MT","3.5.1.1.2","29"
"r_1","num","2012III","MT","3.5.1.1.3","-"
"r_1","num","2012III","NL","3.5.1.1","1545"
"r_1","num","2012III","NL","3.5.1.1.1","-"
"r_1","num","2012III","NL","3.5.1.1.2","1180"
"r_1","num","2012III","NL","3.5.1.1.3","365"
"r_1","num","2012III","PL","3.5.1.1","1069"
"r_1","num","2012III","PL","3.5.1.1.1","408"
"r_1","num","2012III","PL","3.5.1.1.2","569"
"r_1","num","2012III","PL","3.5.1.1.3","92"
"r_1","num","2012III","PT","3.5.1.1","109"
"r_1","num","2012III","PT","3.5.1.1.1","51"
"r_1","num","2012III","PT","3.5.1.1.2","55"
"r_1","num","2012III","PT","3.5.1.1.3","3"
"r_1","num","2012III","RO","3.5.1.1","21524"
"r_1","num","2012III","RO","3.5.1.1.1","583"
"r_1","num","2012III","RO","3.5.1.1.2","16994"
"r_1","num","2012III","RO","3.5.1.1.3","3947"
"r_1","num","2012III","SK","3.5.1.1","97"
"r_1","num","2012III","SK","3.5.1.1.1","64"
"r_1","num","2012III","SK","3.5.1.1.2","28"
"r_1","num","2012III","SK","3.5.1.1.3","5"
"r_1","num","2012III","SI","3.5.1.1","106"
"r_1","num","2012III","SI","3.5.1.1.1","-"
"r_1","num","2012III","SI","3.5.1.1.2","93"
"r_1","num","2012III","SI","3.5.1.1.3","13"
"r_1","num","2012III","HU","3.5.1.1","212"
"r_1","num","2012III","HU","3.5.1.1.1","-"
"r_1","num","2012III","HU","3.5.1.1.2","138"
"r_1","num","2012III","HU","3.5.1.1.3","74"
"r_1","num","2012III","FI","3.5.1.1","19"
"r_1","num","2012III","FI","3.5.1.1.1","-"
"r_1","num","2012III","FI","3.5.1.1.2","19"
"r_1","num","2012III","FI","3.5.1.1.3","-"
"r_1","num","2012III","FR","3.5.1.1","3204"
"r_1","num","2012III","FR","3.5.1.1.1","12"
"r_1","num","2012III","FR","3.5.1.1.2","2983"
"r_1","num","2012III","FR","3.5.1.1.3","209"
"r_1","num","2012III","HR","3.5.1.1","."
"r_1","num","2012III","HR","3.5.1.1.1","."
"r_1","num","2012III","HR","3.5.1.1.2","."
"r_1","num","2012III","HR","3.5.1.1.3","."
"r_1","num","2012III","CZ","3.5.1.1","2229"
"r_1","num","2012III","CZ","3.5.1.1.1","277"
"r_1","num","2012III","CZ","3.5.1.1.2","1352"
"r_1","num","2012III","CZ","3.5.1.1.3","600"
"r_1","num","2012III","SE","3.5.1.1","54"
"r_1","num","2012III","SE","3.5.1.1.1","-"
"r_1","num","2012III","SE","3.5.1.1.2","52"
"r_1","num","2012III","SE","3.5.1.1.3","2"
"r_1","num","2012III","OTH_EU","3.5.1.1","98"
"r_1","num","2012III","OTH_EU","3.5.1.1.1","2"
"r_1","num","2012III","OTH_EU","3.5.1.1.2","94"
"r_1","num","2012III","OTH_EU","3.5.1.1.3","2"
"r_1","num","2012III","OTH_EUR","3.5.1.1","185027"
"r_1","num","2012III","OTH_EUR","3.5.1.1.1","95525"
"r_1","num","2012III","OTH_EUR","3.5.1.1.2","25443"
"r_1","num","2012III","OTH_EUR","3.5.1.1.3","64059"
"r_1","num","2012III","NO","3.5.1.1","-"
"r_1","num","2012III","NO","3.5.1.1.1","-"
"r_1","num","2012III","NO","3.5.1.1.2","-"
"r_1","num","2012III","NO","3.5.1.1.3","-"
"r_1","num","2012III","MK","3.5.1.1","40513"
"r_1","num","2012III","MK","3.5.1.1.1","22770"
"r_1","num","2012III","MK","3.5.1.1.2","9938"
"r_1","num","2012III","MK","3.5.1.1.3","7805"
"r_1","num","2012III","RU","3.5.1.1","2105"
"r_1","num","2012III","RU","3.5.1.1.1","474"
"r_1","num","2012III","RU","3.5.1.1.2","1605"
"r_1","num","2012III","RU","3.5.1.1.3","26"
"r_1","num","2012III","RS","3.5.1.1","51206"
"r_1","num","2012III","RS","3.5.1.1.1","42873"
"r_1","num","2012III","RS","3.5.1.1.2","6164"
"r_1","num","2012III","RS","3.5.1.1.3","2169"
"r_1","num","2012III","TR","3.5.1.1","89324"
"r_1","num","2012III","TR","3.5.1.1.1","28966"
"r_1","num","2012III","TR","3.5.1.1.2","6528"
"r_1","num","2012III","TR","3.5.1.1.3","53830"
"r_1","num","2012III","UA","3.5.1.1","587"
"r_1","num","2012III","UA","3.5.1.1.1","256"
"r_1","num","2012III","UA","3.5.1.1.2","282"
"r_1","num","2012III","UA","3.5.1.1.3","49"
"r_1","num","2012III","CH","3.5.1.1","1292"
"r_1","num","2012III","CH","3.5.1.1.1","186"
"r_1","num","2012III","CH","3.5.1.1.2","926"
"r_1","num","2012III","CH","3.5.1.1.3","180"
"r_1","num","2012III","OTH","3.5.1.1","448"
"r_1","num","2012III","OTH","3.5.1.1.1","161"
"r_1","num","2012III","OTH","3.5.1.1.2","280"
"r_1","num","2012III","OTH","3.5.1.1.3","7"
"r_1","num","2012III","IL","3.5.1.1","91"
"r_1","num","2012III","IL","3.5.1.1.1","18"
"r_1","num","2012III","IL","3.5.1.1.2","73"
"r_1","num","2012III","IL","3.5.1.1.3","-"
"r_1","num","2012III","CA","3.5.1.1","15"
"r_1","num","2012III","CA","3.5.1.1.1","-"
"r_1","num","2012III","CA","3.5.1.1.2","15"
"r_1","num","2012III","CA","3.5.1.1.3","-"
"r_1","num","2012III","US","3.5.1.1","342"
"r_1","num","2012III","US","3.5.1.1.1","143"
"r_1","num","2012III","US","3.5.1.1.2","192"
"r_1","num","2012III","US","3.5.1.1.3","7"
"r_1","num","2012III","RoW","3.5.1.1","1660"
"r_1","num","2012III","RoW","3.5.1.1.1","208"
"r_1","num","2012III","RoW","3.5.1.1.2","368"
"r_1","num","2012III","RoW","3.5.1.1.3","1084"
"r_1","num","2012IV","total","3.5.1.1","331955"
"r_1","num","2012IV","total","3.5.1.1.1","164469"
"r_1","num","2012IV","total","3.5.1.1.2","105864"
"r_1","num","2012IV","total","3.5.1.1.3","61622"
"r_1","num","2012IV","EU","3.5.1.1","153309"
"r_1","num","2012IV","EU","3.5.1.1.1","71098"
"r_1","num","2012IV","EU","3.5.1.1.2","61339"
"r_1","num","2012IV","EU","3.5.1.1.3","20872"
"r_1","num","2012IV","AT","3.5.1.1","5139"
"r_1","num","2012IV","AT","3.5.1.1.1","1888"
"r_1","num","2012IV","AT","3.5.1.1.2","2785"
"r_1","num","2012IV","AT","3.5.1.1.3","466"
"r_1","num","2012IV","BE","3.5.1.1","2178"
"r_1","num","2012IV","BE","3.5.1.1.1","559"
"r_1","num","2012IV","BE","3.5.1.1.2","1403"
"r_1","num","2012IV","BE","3.5.1.1.3","216"
"r_1","num","2012IV","GB","3.5.1.1","11150"
"r_1","num","2012IV","GB","3.5.1.1.1","7476"
"r_1","num","2012IV","GB","3.5.1.1.2","1702"
"r_1","num","2012IV","GB","3.5.1.1.3","1972"
"r_1","num","2012IV","DE","3.5.1.1","13394"
"r_1","num","2012IV","DE","3.5.1.1.1","3386"
"r_1","num","2012IV","DE","3.5.1.1.2","8295"
"r_1","num","2012IV","DE","3.5.1.1.3","1713"
"r_1","num","2012IV","GR","3.5.1.1","62020"
"r_1","num","2012IV","GR","3.5.1.1.1","34409"
"r_1","num","2012IV","GR","3.5.1.1.2","16946"
"r_1","num","2012IV","GR","3.5.1.1.3","10665"
"r_1","num","2012IV","DK","3.5.1.1","131"
"r_1","num","2012IV","DK","3.5.1.1.1","12"
"r_1","num","2012IV","DK","3.5.1.1.2","68"
"r_1","num","2012IV","DK","3.5.1.1.3","51"
"r_1","num","2012IV","IE","3.5.1.1","16"
"r_1","num","2012IV","IE","3.5.1.1.1","-"
"r_1","num","2012IV","IE","3.5.1.1.2","16"
"r_1","num","2012IV","IE","3.5.1.1.3","-"
"r_1","num","2012IV","ES","3.5.1.1","5164"
"r_1","num","2012IV","ES","3.5.1.1.1","3255"
"r_1","num","2012IV","ES","3.5.1.1.2","963"
"r_1","num","2012IV","ES","3.5.1.1.3","946"
"r_1","num","2012IV","IT","3.5.1.1","7176"
"r_1","num","2012IV","IT","3.5.1.1.1","3005"
"r_1","num","2012IV","IT","3.5.1.1.2","3081"
"r_1","num","2012IV","IT","3.5.1.1.3","1090"
"r_1","num","2012IV","CY","3.5.1.1","73"
"r_1","num","2012IV","CY","3.5.1.1.1","-"
"r_1","num","2012IV","CY","3.5.1.1.2","60"
"r_1","num","2012IV","CY","3.5.1.1.3","13"
"r_1","num","2012IV","MT","3.5.1.1","-"
"r_1","num","2012IV","MT","3.5.1.1.1","-"
"r_1","num","2012IV","MT","3.5.1.1.2","-"
"r_1","num","2012IV","MT","3.5.1.1.3","-"
"r_1","num","2012IV","NL","3.5.1.1","4464"
"r_1","num","2012IV","NL","3.5.1.1.1","3054"
"r_1","num","2012IV","NL","3.5.1.1.2","1247"
"r_1","num","2012IV","NL","3.5.1.1.3","163"
"r_1","num","2012IV","PL","3.5.1.1","1351"
"r_1","num","2012IV","PL","3.5.1.1.1","30"
"r_1","num","2012IV","PL","3.5.1.1.2","1137"
"r_1","num","2012IV","PL","3.5.1.1.3","184"
"r_1","num","2012IV","PT","3.5.1.1","108"
"r_1","num","2012IV","PT","3.5.1.1.1","84"
"r_1","num","2012IV","PT","3.5.1.1.2","6"
"r_1","num","2012IV","PT","3.5.1.1.3","18"
"r_1","num","2012IV","RO","3.5.1.1","29581"
"r_1","num","2012IV","RO","3.5.1.1.1","10430"
"r_1","num","2012IV","RO","3.5.1.1.2","15994"
"r_1","num","2012IV","RO","3.5.1.1.3","3157"
"r_1","num","2012IV","SK","3.5.1.1","35"
"r_1","num","2012IV","SK","3.5.1.1.1","-"
"r_1","num","2012IV","SK","3.5.1.1.2","28"
"r_1","num","2012IV","SK","3.5.1.1.3","7"
"r_1","num","2012IV","SI","3.5.1.1","80"
"r_1","num","2012IV","SI","3.5.1.1.1","-"
"r_1","num","2012IV","SI","3.5.1.1.2","54"
"r_1","num","2012IV","SI","3.5.1.1.3","26"
"r_1","num","2012IV","HU","3.5.1.1","780"
"r_1","num","2012IV","HU","3.5.1.1.1","71"
"r_1","num","2012IV","HU","3.5.1.1.2","690"
"r_1","num","2012IV","HU","3.5.1.1.3","19"
"r_1","num","2012IV","FI","3.5.1.1","18"
"r_1","num","2012IV","FI","3.5.1.1.1","-"
"r_1","num","2012IV","FI","3.5.1.1.2","18"
"r_1","num","2012IV","FI","3.5.1.1.3","-"
"r_1","num","2012IV","FR","3.5.1.1","7341"
"r_1","num","2012IV","FR","3.5.1.1.1","2310"
"r_1","num","2012IV","FR","3.5.1.1.2","4923"
"r_1","num","2012IV","FR","3.5.1.1.3","108"
"r_1","num","2012IV","HR","3.5.1.1","."
"r_1","num","2012IV","HR","3.5.1.1.1","."
"r_1","num","2012IV","HR","3.5.1.1.2","."
"r_1","num","2012IV","HR","3.5.1.1.3","."
"r_1","num","2012IV","CZ","3.5.1.1","2951"
"r_1","num","2012IV","CZ","3.5.1.1.1","1129"
"r_1","num","2012IV","CZ","3.5.1.1.2","1770"
"r_1","num","2012IV","CZ","3.5.1.1.3","52"
"r_1","num","2012IV","SE","3.5.1.1","110"
"r_1","num","2012IV","SE","3.5.1.1.1","-"
"r_1","num","2012IV","SE","3.5.1.1.2","104"
"r_1","num","2012IV","SE","3.5.1.1.3","6"
"r_1","num","2012IV","OTH_EU","3.5.1.1","49"
"r_1","num","2012IV","OTH_EU","3.5.1.1.1","-"
"r_1","num","2012IV","OTH_EU","3.5.1.1.2","49"
"r_1","num","2012IV","OTH_EU","3.5.1.1.3","-"
"r_1","num","2012IV","OTH_EUR","3.5.1.1","176968"
"r_1","num","2012IV","OTH_EUR","3.5.1.1.1","93006"
"r_1","num","2012IV","OTH_EUR","3.5.1.1.2","43253"
"r_1","num","2012IV","OTH_EUR","3.5.1.1.3","40709"
"r_1","num","2012IV","NO","3.5.1.1","31"
"r_1","num","2012IV","NO","3.5.1.1.1","-"
"r_1","num","2012IV","NO","3.5.1.1.2","31"
"r_1","num","2012IV","NO","3.5.1.1.3","-"
"r_1","num","2012IV","MK","3.5.1.1","42758"
"r_1","num","2012IV","MK","3.5.1.1.1","22406"
"r_1","num","2012IV","MK","3.5.1.1.2","12861"
"r_1","num","2012IV","MK","3.5.1.1.3","7491"
"r_1","num","2012IV","RU","3.5.1.1","6329"
"r_1","num","2012IV","RU","3.5.1.1.1","50"
"r_1","num","2012IV","RU","3.5.1.1.2","6252"
"r_1","num","2012IV","RU","3.5.1.1.3","27"
"r_1","num","2012IV","RS","3.5.1.1","40904"
"r_1","num","2012IV","RS","3.5.1.1.1","24072"
"r_1","num","2012IV","RS","3.5.1.1.2","15066"
"r_1","num","2012IV","RS","3.5.1.1.3","1766"
"r_1","num","2012IV","TR","3.5.1.1","84615"
"r_1","num","2012IV","TR","3.5.1.1.1","45752"
"r_1","num","2012IV","TR","3.5.1.1.2","7558"
"r_1","num","2012IV","TR","3.5.1.1.3","31305"
"r_1","num","2012IV","UA","3.5.1.1","356"
"r_1","num","2012IV","UA","3.5.1.1.1","168"
"r_1","num","2012IV","UA","3.5.1.1.2","188"
"r_1","num","2012IV","UA","3.5.1.1.3","-"
"r_1","num","2012IV","CH","3.5.1.1","1975"
"r_1","num","2012IV","CH","3.5.1.1.1","558"
"r_1","num","2012IV","CH","3.5.1.1.2","1297"
"r_1","num","2012IV","CH","3.5.1.1.3","120"
"r_1","num","2012IV","OTH","3.5.1.1","571"
"r_1","num","2012IV","OTH","3.5.1.1.1","222"
"r_1","num","2012IV","OTH","3.5.1.1.2","327"
"r_1","num","2012IV","OTH","3.5.1.1.3","22"
"r_1","num","2012IV","IL","3.5.1.1","102"
"r_1","num","2012IV","IL","3.5.1.1.1","22"
"r_1","num","2012IV","IL","3.5.1.1.2","73"
"r_1","num","2012IV","IL","3.5.1.1.3","7"
"r_1","num","2012IV","CA","3.5.1.1","34"
"r_1","num","2012IV","CA","3.5.1.1.1","-"
"r_1","num","2012IV","CA","3.5.1.1.2","30"
"r_1","num","2012IV","CA","3.5.1.1.3","4"
"r_1","num","2012IV","US","3.5.1.1","435"
"r_1","num","2012IV","US","3.5.1.1.1","200"
"r_1","num","2012IV","US","3.5.1.1.2","224"
"r_1","num","2012IV","US","3.5.1.1.3","11"
"r_1","num","2012IV","RoW","3.5.1.1","1107"
"r_1","num","2012IV","RoW","3.5.1.1.1","143"
"r_1","num","2012IV","RoW","3.5.1.1.2","945"
"r_1","num","2012IV","RoW","3.5.1.1.3","19"
"r_1","num","2012V","total","3.5.1.1","348414"
"r_1","num","2012V","total","3.5.1.1.1","120539"
"r_1","num","2012V","total","3.5.1.1.2","133439"
"r_1","num","2012V","total","3.5.1.1.3","94436"
"r_1","num","2012V","EU","3.5.1.1","158282"
"r_1","num","2012V","EU","3.5.1.1.1","52122"
"r_1","num","2012V","EU","3.5.1.1.2","87890"
"r_1","num","2012V","EU","3.5.1.1.3","18270"
"r_1","num","2012V","AT","3.5.1.1","5162"
"r_1","num","2012V","AT","3.5.1.1.1","1831"
"r_1","num","2012V","AT","3.5.1.1.2","2843"
"r_1","num","2012V","AT","3.5.1.1.3","488"
"r_1","num","2012V","BE","3.5.1.1","2186"
"r_1","num","2012V","BE","3.5.1.1.1","604"
"r_1","num","2012V","BE","3.5.1.1.2","1309"
"r_1","num","2012V","BE","3.5.1.1.3","273"
"r_1","num","2012V","GB","3.5.1.1","9441"
"r_1","num","2012V","GB","3.5.1.1.1","3617"
"r_1","num","2012V","GB","3.5.1.1.2","3835"
"r_1","num","2012V","GB","3.5.1.1.3","1989"
"r_1","num","2012V","DE","3.5.1.1","13791"
"r_1","num","2012V","DE","3.5.1.1.1","3798"
"r_1","num","2012V","DE","3.5.1.1.2","8503"
"r_1","num","2012V","DE","3.5.1.1.3","1490"
"r_1","num","2012V","GR","3.5.1.1","72544"
"r_1","num","2012V","GR","3.5.1.1.1","21784"
"r_1","num","2012V","GR","3.5.1.1.2","42380"
"r_1","num","2012V","GR","3.5.1.1.3","8380"
"r_1","num","2012V","DK","3.5.1.1","200"
"r_1","num","2012V","DK","3.5.1.1.1","37"
"r_1","num","2012V","DK","3.5.1.1.2","109"
"r_1","num","2012V","DK","3.5.1.1.3","54"
"r_1","num","2012V","IE","3.5.1.1","161"
"r_1","num","2012V","IE","3.5.1.1.1","25"
"r_1","num","2012V","IE","3.5.1.1.2","14"
"r_1","num","2012V","IE","3.5.1.1.3","122"
"r_1","num","2012V","ES","3.5.1.1","5806"
"r_1","num","2012V","ES","3.5.1.1.1","2412"
"r_1","num","2012V","ES","3.5.1.1.2","2772"
"r_1","num","2012V","ES","3.5.1.1.3","622"
"r_1","num","2012V","IT","3.5.1.1","6601"
"r_1","num","2012V","IT","3.5.1.1.1","2465"
"r_1","num","2012V","IT","3.5.1.1.2","3577"
"r_1","num","2012V","IT","3.5.1.1.3","559"
"r_1","num","2012V","CY","3.5.1.1","743"
"r_1","num","2012V","CY","3.5.1.1.1","211"
"r_1","num","2012V","CY","3.5.1.1.2","452"
