RevisionColumn,periods,NUTS,Indicators,Units,ValueColumn
"r_7","2018","BG341","3.1.1.6.1","1000EUR","2059421.2"
"r_7","2018","BG342","3.1.1.6.1","1000EUR","161504.5"
"r_7","2018","BG344","3.1.1.6.1","1000EUR","929285"
"r_7","2018","BG343","3.1.1.6.1","1000EUR","52898.6"
"r_7","2018","BG41","3.1.1.6.1","1000EUR","14562477.3"
"r_7","2018","BG413","3.1.1.6.1","1000EUR","499326.7"
"r_7","2018","BG415","3.1.1.6.1","1000EUR","42946.4"
"r_7","2018","BG414","3.1.1.6.1","1000EUR","199061.6"
"r_7","2018","BG412","3.1.1.6.1","1000EUR","1389012"
"r_7","2018","BG411","3.1.1.6.1","1000EUR","12432130.6"
"r_7","2018","BG42","3.1.1.6.1","1000EUR","2993143.5"
"r_7","2018","BG425","3.1.1.6.1","1000EUR","291633.2"
"r_7","2018","BG423","3.1.1.6.1","1000EUR","516146.3"
"r_7","2018","BG421","3.1.1.6.1","1000EUR","1911938.6"
"r_7","2018","BG424","3.1.1.6.1","1000EUR","90632.8"
"r_7","2018","BG422","3.1.1.6.1","1000EUR","182792.6"
"r_8","2019","BG","3.1.1.6.1","1000EUR","25341512.8"
"r_8","2019","BG31","3.1.1.6.1","1000EUR","623845"
"r_8","2019","BG311","3.1.1.6.1","1000EUR","86281.1"
"r_8","2019","BG313","3.1.1.6.1","1000EUR","80028.6"
"r_8","2019","BG315","3.1.1.6.1","1000EUR","147116.9"
"r_8","2019","BG312","3.1.1.6.1","1000EUR","35355.7"
"r_8","2019","BG314","3.1.1.6.1","1000EUR","275062.7"
"r_8","2019","BG32","3.1.1.6.1","1000EUR","1120593.1"
"r_8","2019","BG321","3.1.1.6.1","1000EUR","127449.7"
"r_8","2019","BG322","3.1.1.6.1","1000EUR","340908.7"
"r_8","2019","BG324","3.1.1.6.1","1000EUR",".."
"r_8","2019","BG323","3.1.1.6.1","1000EUR","426453.9"
"r_8","2019","BG325","3.1.1.6.1","1000EUR",".."
"r_8","2019","BG33","3.1.1.6.1","1000EUR","2459891.1"
"r_8","2019","BG331","3.1.1.6.1","1000EUR","1748716"
"r_8","2019","BG332","3.1.1.6.1","1000EUR","291939.3"
"r_8","2019","BG334","3.1.1.6.1","1000EUR","304916.8"
"r_8","2019","BG333","3.1.1.6.1","1000EUR","114319"
"r_8","2019","BG34","3.1.1.6.1","1000EUR","3308980.7"
"r_8","2019","BG341","3.1.1.6.1","1000EUR","2137119.4"
"r_8","2019","BG342","3.1.1.6.1","1000EUR","158700"
"r_8","2019","BG344","3.1.1.6.1","1000EUR","971972.4"
"r_8","2019","BG343","3.1.1.6.1","1000EUR","41188.9"
"r_8","2019","BG41","3.1.1.6.1","1000EUR","14978348.2"
"r_8","2019","BG413","3.1.1.6.1","1000EUR","526749.4"
"r_8","2019","BG415","3.1.1.6.1","1000EUR","43398.1"
"r_8","2019","BG414","3.1.1.6.1","1000EUR","186984.2"
"r_8","2019","BG412","3.1.1.6.1","1000EUR","1527868.6"
"r_8","2019","BG411","3.1.1.6.1","1000EUR","12693347.9"
"r_8","2019","BG42","3.1.1.6.1","1000EUR","2849854.7"
"r_8","2019","BG425","3.1.1.6.1","1000EUR","321008.2"
"r_8","2019","BG423","3.1.1.6.1","1000EUR","476318.1"
"r_8","2019","BG421","3.1.1.6.1","1000EUR","1778214.4"
"r_8","2019","BG424","3.1.1.6.1","1000EUR","91260"
"r_8","2019","BG422","3.1.1.6.1","1000EUR","183054"
"r_9","2020","BG","3.1.1.6.1","1000EUR","26884352"
"r_9","2020","BG31","3.1.1.6.1","1000EUR","678528.3"
"r_9","2020","BG311","3.1.1.6.1","1000EUR","79389.7"
"r_9","2020","BG313","3.1.1.6.1","1000EUR","121983.8"
"r_9","2020","BG315","3.1.1.6.1","1000EUR","139125.1"
"r_9","2020","BG312","3.1.1.6.1","1000EUR","36326.8"
"r_9","2020","BG314","3.1.1.6.1","1000EUR","301702.9"
"r_9","2020","BG32","3.1.1.6.1","1000EUR","1136615.3"
"r_9","2020","BG321","3.1.1.6.1","1000EUR","92723.8"
"r_9","2020","BG322","3.1.1.6.1","1000EUR","347581.9"
"r_9","2020","BG324","3.1.1.6.1","1000EUR","209728.4"
"r_9","2020","BG323","3.1.1.6.1","1000EUR","445185.5"
"r_9","2020","BG325","3.1.1.6.1","1000EUR","41395.7"
"r_9","2020","BG33","3.1.1.6.1","1000EUR","2248785"
"r_9","2020","BG331","3.1.1.6.1","1000EUR","1487864.7"
"r_9","2020","BG332","3.1.1.6.1","1000EUR","369227"
"r_9","2020","BG334","3.1.1.6.1","1000EUR","273659.2"
"r_9","2020","BG333","3.1.1.6.1","1000EUR","118034.1"
"r_9","2020","BG34","3.1.1.6.1","1000EUR","3581538.1"
"r_9","2020","BG341","3.1.1.6.1","1000EUR","2411097"
"r_9","2020","BG342","3.1.1.6.1","1000EUR","159030"
"r_9","2020","BG344","3.1.1.6.1","1000EUR","971733.8"
"r_9","2020","BG343","3.1.1.6.1","1000EUR","39677.3"
"r_9","2020","BG41","3.1.1.6.1","1000EUR","16324616.2"
"r_9","2020","BG413","3.1.1.6.1","1000EUR","517670.9"
"r_9","2020","BG415","3.1.1.6.1","1000EUR","40859.1"
"r_9","2020","BG414","3.1.1.6.1","1000EUR","224253"
"r_9","2020","BG412","3.1.1.6.1","1000EUR","1559169"
"r_9","2020","BG411","3.1.1.6.1","1000EUR","13982664.2"
"r_9","2020","BG42","3.1.1.6.1","1000EUR","2914269.1"
"r_9","2020","BG425","3.1.1.6.1","1000EUR","256413.9"
"r_9","2020","BG423","3.1.1.6.1","1000EUR","431025.2"
"r_9","2020","BG421","3.1.1.6.1","1000EUR","1990551.6"
"r_9","2020","BG424","3.1.1.6.1","1000EUR","58046.8"
"r_9","2020","BG422","3.1.1.6.1","1000EUR","178231.6"
"r_10","2021","BG","3.1.1.6.1","1000EUR","28184293"
"r_10","2021","BG31","3.1.1.6.1","1000EUR","773995.7"
"r_10","2021","BG311","3.1.1.6.1","1000EUR","47760.8"
"r_10","2021","BG313","3.1.1.6.1","1000EUR","193036.1"
"r_10","2021","BG315","3.1.1.6.1","1000EUR","129999.5"
"r_10","2021","BG312","3.1.1.6.1","1000EUR","54950.4"
"r_10","2021","BG314","3.1.1.6.1","1000EUR","348248.9"
"r_10","2021","BG32","3.1.1.6.1","1000EUR","1151671.6"
"r_10","2021","BG321","3.1.1.6.1","1000EUR","74090.3"
"r_10","2021","BG322","3.1.1.6.1","1000EUR","353712.1"
"r_10","2021","BG324","3.1.1.6.1","1000EUR","208518.4"
"r_10","2021","BG323","3.1.1.6.1","1000EUR","473044.1"
"r_10","2021","BG325","3.1.1.6.1","1000EUR","42306.7"
"r_10","2021","BG33","3.1.1.6.1","1000EUR","2269086"
"r_10","2021","BG331","3.1.1.6.1","1000EUR","1548314.6"
"r_10","2021","BG332","3.1.1.6.1","1000EUR","306582.3"
"r_10","2021","BG334","3.1.1.6.1","1000EUR","293350.3"
"r_10","2021","BG333","3.1.1.6.1","1000EUR","120838.8"
"r_10","2021","BG34","3.1.1.6.1","1000EUR","3588596.1"
"r_10","2021","BG341","3.1.1.6.1","1000EUR","2309356.5"
"r_10","2021","BG342","3.1.1.6.1","1000EUR","131628.4"
"r_10","2021","BG344","3.1.1.6.1","1000EUR","1101944.6"
"r_10","2021","BG343","3.1.1.6.1","1000EUR","45666.6"
"r_10","2021","BG41","3.1.1.6.1","1000EUR","17185844.3"
"r_10","2021","BG413","3.1.1.6.1","1000EUR","507343.9"
"r_10","2021","BG415","3.1.1.6.1","1000EUR","40428.2"
"r_10","2021","BG414","3.1.1.6.1","1000EUR","223719"
"r_10","2021","BG412","3.1.1.6.1","1000EUR","1720421"
"r_10","2021","BG411","3.1.1.6.1","1000EUR","14693932.2"
"r_10","2021","BG42","3.1.1.6.1","1000EUR","3215099.3"
"r_10","2021","BG425","3.1.1.6.1","1000EUR","413064.5"
"r_10","2021","BG423","3.1.1.6.1","1000EUR","450608.3"
"r_10","2021","BG421","3.1.1.6.1","1000EUR","2145606.9"
"r_10","2021","BG424","3.1.1.6.1","1000EUR","69577.4"
"r_10","2021","BG422","3.1.1.6.1","1000EUR","136242.2"
"r_11","2022","BG","3.1.1.6.1","1000EUR","29376480"
"r_11","2022","BG31","3.1.1.6.1","1000EUR","677295.6"
"r_11","2022","BG311","3.1.1.6.1","1000EUR","36025.5"
"r_11","2022","BG313","3.1.1.6.1","1000EUR","111656.6"
"r_11","2022","BG315","3.1.1.6.1","1000EUR","142300.3"
"r_11","2022","BG312","3.1.1.6.1","1000EUR","59617.5"
"r_11","2022","BG314","3.1.1.6.1","1000EUR","327695.7"
"r_11","2022","BG32","3.1.1.6.1","1000EUR","1503370.6"
"r_11","2022","BG321","3.1.1.6.1","1000EUR","283182.8"
"r_11","2022","BG322","3.1.1.6.1","1000EUR","425746.2"
"r_11","2022","BG324","3.1.1.6.1","1000EUR","237286.4"
"r_11","2022","BG323","3.1.1.6.1","1000EUR","531601.6"
"r_11","2022","BG325","3.1.1.6.1","1000EUR","25553.6"
"r_11","2022","BG33","3.1.1.6.1","1000EUR","2597785.9"
"r_11","2022","BG331","3.1.1.6.1","1000EUR","1714859.7"
"r_11","2022","BG332","3.1.1.6.1","1000EUR","336156.7"
"r_11","2022","BG334","3.1.1.6.1","1000EUR","342347.6"
"r_11","2022","BG333","3.1.1.6.1","1000EUR","204421.9"
"r_11","2022","BG34","3.1.1.6.1","1000EUR","3128288.2"
"r_11","2022","BG341","3.1.1.6.1","1000EUR","2072074.2"
"r_11","2022","BG342","3.1.1.6.1","1000EUR","133902.3"
"r_11","2022","BG344","3.1.1.6.1","1000EUR","870861.1"
"r_11","2022","BG343","3.1.1.6.1","1000EUR","51450.6"
"r_11","2022","BG41","3.1.1.6.1","1000EUR","17688227.7"
"r_11","2022","BG413","3.1.1.6.1","1000EUR","502812.3"
"r_11","2022","BG415","3.1.1.6.1","1000EUR","46274.9"
"r_11","2022","BG414","3.1.1.6.1","1000EUR","280874.6"
"r_11","2022","BG412","3.1.1.6.1","1000EUR","1887512.4"
"r_11","2022","BG411","3.1.1.6.1","1000EUR","14970753.5"
"r_11","2022","BG42","3.1.1.6.1","1000EUR","3781512"
"r_11","2022","BG425","3.1.1.6.1","1000EUR","418174.6"
"r_11","2022","BG423","3.1.1.6.1","1000EUR","680014.9"
"r_11","2022","BG421","3.1.1.6.1","1000EUR","2459655.5"
"r_11","2022","BG424","3.1.1.6.1","1000EUR","81631.8"
"r_11","2022","BG422","3.1.1.6.1","1000EUR","142035.2"
"r_12","2023","BG","3.1.1.6.1","1000EUR","32717943.7"
"r_12","2023","BG31","3.1.1.6.1","1000EUR","698301.8"
"r_12","2023","BG311","3.1.1.6.1","1000EUR","41775.8"
"r_12","2023","BG313","3.1.1.6.1","1000EUR","134178.3"
"r_12","2023","BG315","3.1.1.6.1","1000EUR","149824.7"
"r_12","2023","BG312","3.1.1.6.1","1000EUR","55062.3"
"r_12","2023","BG314","3.1.1.6.1","1000EUR","317460.7"
"r_12","2023","BG32","3.1.1.6.1","1000EUR","1695417.9"
"r_12","2023","BG321","3.1.1.6.1","1000EUR","351169"
"r_12","2023","BG322","3.1.1.6.1","1000EUR","459360.9"
"r_12","2023","BG324","3.1.1.6.1","1000EUR","276011.6"
"r_12","2023","BG323","3.1.1.6.1","1000EUR","570064"
"r_12","2023","BG325","3.1.1.6.1","1000EUR","38812.4"
"r_12","2023","BG33","3.1.1.6.1","1000EUR","2698598.6"
"r_12","2023","BG331","3.1.1.6.1","1000EUR","1853647.2"
"r_12","2023","BG332","3.1.1.6.1","1000EUR","344547.5"
"r_12","2023","BG334","3.1.1.6.1","1000EUR","291075.4"
"r_12","2023","BG333","3.1.1.6.1","1000EUR","209328.5"
"r_12","2023","BG34","3.1.1.6.1","1000EUR","3258422.5"
"r_12","2023","BG341","3.1.1.6.1","1000EUR","2224635.7"
"r_12","2023","BG342","3.1.1.6.1","1000EUR","156288.6"
"r_12","2023","BG344","3.1.1.6.1","1000EUR","818026.3"
"r_12","2023","BG343","3.1.1.6.1","1000EUR","59471.9"
"r_12","2023","BG41","3.1.1.6.1","1000EUR","20442331.3"
"r_12","2023","BG413","3.1.1.6.1","1000EUR","646023.7"
"r_12","2023","BG415","3.1.1.6.1","1000EUR","58513.9"
"r_12","2023","BG414","3.1.1.6.1","1000EUR","267102.1"
"r_12","2023","BG412","3.1.1.6.1","1000EUR","2138359.4"
"r_12","2023","BG411","3.1.1.6.1","1000EUR","17332332.2"
"r_12","2023","BG42","3.1.1.6.1","1000EUR","3924871.6"
"r_12","2023","BG425","3.1.1.6.1","1000EUR","456649.1"
"r_12","2023","BG423","3.1.1.6.1","1000EUR","557945.8"
"r_12","2023","BG421","3.1.1.6.1","1000EUR","2650017"
"r_12","2023","BG424","3.1.1.6.1","1000EUR","103598.9"
"r_12","2023","BG422","3.1.1.6.1","1000EUR","156660.8"
"r_13","2024","BG","3.1.1.6.1","1000EUR","33904702.9"
"r_13","2024","BG31","3.1.1.6.1","1000EUR","745500.6"
"r_13","2024","BG311","3.1.1.6.1","1000EUR","43079.6"
"r_13","2024","BG313","3.1.1.6.1","1000EUR","177467.6"
"r_13","2024","BG315","3.1.1.6.1","1000EUR","208296"
"r_13","2024","BG312","3.1.1.6.1","1000EUR","57140.3"
"r_13","2024","BG314","3.1.1.6.1","1000EUR","259517.1"
"r_13","2024","BG32","3.1.1.6.1","1000EUR","1753457.9"
"r_13","2024","BG321","3.1.1.6.1","1000EUR","321369.6"
"r_13","2024","BG322","3.1.1.6.1","1000EUR","487196.2"
"r_13","2024","BG324","3.1.1.6.1","1000EUR","317341.5"
"r_13","2024","BG323","3.1.1.6.1","1000EUR","584663.3"
"r_13","2024","BG325","3.1.1.6.1","1000EUR","42887.3"
"r_13","2024","BG33","3.1.1.6.1","1000EUR","2500766.5"
"r_13","2024","BG331","3.1.1.6.1","1000EUR","1648187.3"
"r_13","2024","BG332","3.1.1.6.1","1000EUR","336921.5"
"r_13","2024","BG334","3.1.1.6.1","1000EUR","278833.7"
"r_13","2024","BG333","3.1.1.6.1","1000EUR","236824"
"r_13","2024","BG34","3.1.1.6.1","1000EUR","3289897.7"
"r_13","2024","BG341","3.1.1.6.1","1000EUR","2161765.9"
"r_13","2024","BG342","3.1.1.6.1","1000EUR","169190.3"
"r_13","2024","BG344","3.1.1.6.1","1000EUR","910102.6"
"r_13","2024","BG343","3.1.1.6.1","1000EUR","48838.9"
"r_13","2024","BG41","3.1.1.6.1","1000EUR","21787838.6"
"r_13","2024","BG413","3.1.1.6.1","1000EUR","673109.4"
"r_13","2024","BG415","3.1.1.6.1","1000EUR","49079.7"
"r_13","2024","BG414","3.1.1.6.1","1000EUR","268407.5"
"r_13","2024","BG412","3.1.1.6.1","1000EUR","2528091"
"r_13","2024","BG411","3.1.1.6.1","1000EUR","18269151"
"r_13","2024","BG42","3.1.1.6.1","1000EUR","3827241.6"
"r_13","2024","BG425","3.1.1.6.1","1000EUR","320857.5"
"r_13","2024","BG423","3.1.1.6.1","1000EUR","647168.1"
"r_13","2024","BG421","3.1.1.6.1","1000EUR","2612717.7"
"r_13","2024","BG424","3.1.1.6.1","1000EUR","84803.1"
"r_13","2024","BG422","3.1.1.6.1","1000EUR","161695.2"
