RevisionColumn,GenderID,Age10_LFS,Units,periods,ValueColumn
"r_2","1","55 - 64","1000cp","2013Q1","244.3"
"r_2","1","55 - 64","1000cp","2013Q2","255.3"
"r_2","1","55 - 64","1000cp","2013Q3","261"
"r_2","1","55 - 64","1000cp","2013Q4","254.4"
"r_2","1","55 - 64","1000cp","2014Q1","253.8"
"r_2","1","55 - 64","1000cp","2014Q2","262.5"
"r_2","1","55 - 64","1000cp","2014Q3","270.6"
"r_2","1","55 - 64","1000cp","2014Q4","266.7"
"r_2","1","55 - 64","1000cp","2015Q1","259.1"
"r_2","1","55 - 64","1000cp","2015Q2","263"
"r_2","1","55 - 64","1000cp","2015Q3","277.9"
"r_2","1","55 - 64","1000cp","2015Q4","277.9"
"r_2","1","65+","1000cp","2003Q1","28.9"
"r_2","1","65+","1000cp","2003Q2","39.9"
"r_2","1","65+","1000cp","2003Q3","37.3"
"r_2","1","65+","1000cp","2003Q4","32.1"
"r_2","1","65+","1000cp","2004Q1","30.7"
"r_2","1","65+","1000cp","2004Q2","33.2"
"r_2","1","65+","1000cp","2004Q3","31.6"
"r_2","1","65+","1000cp","2004Q4","27.1"
"r_2","1","65+","1000cp","2005Q1","25.4"
"r_2","1","65+","1000cp","2005Q2","25.8"
"r_2","1","65+","1000cp","2005Q3","23.1"
"r_2","1","65+","1000cp","2005Q4","19.9"
"r_2","1","65+","1000cp","2006Q1","23.6"
"r_2","1","65+","1000cp","2006Q2","26.9"
"r_2","1","65+","1000cp","2006Q3","28.5"
"r_2","1","65+","1000cp","2006Q4","27.8"
"r_2","1","65+","1000cp","2007Q1","25.4"
"r_2","1","65+","1000cp","2007Q2","29.7"
"r_2","1","65+","1000cp","2007Q3","34.5"
"r_2","1","65+","1000cp","2007Q4","34.4"
"r_2","1","65+","1000cp","2008Q1","36.1"
"r_2","1","65+","1000cp","2008Q2","37.6"
"r_2","1","65+","1000cp","2008Q3","38.7"
"r_2","1","65+","1000cp","2008Q4","37.2"
"r_2","1","65+","1000cp","2009Q1","34.8"
"r_2","1","65+","1000cp","2009Q2","33.4"
"r_2","1","65+","1000cp","2009Q3","31.9"
"r_2","1","65+","1000cp","2009Q4","34.4"
"r_2","1","65+","1000cp","2010Q1","27.6"
"r_2","1","65+","1000cp","2010Q2","24.1"
"r_2","1","65+","1000cp","2010Q3","25.7"
"r_2","1","65+","1000cp","2010Q4","27.6"
"r_2","1","65+","1000cp","2011Q1","26.2"
"r_2","1","65+","1000cp","2011Q2","25.3"
"r_2","1","65+","1000cp","2011Q3","26.4"
"r_2","1","65+","1000cp","2011Q4","26.1"
"r_2","1","65+","1000cp","2012Q1","24.7"
"r_2","1","65+","1000cp","2012Q2","22.5"
"r_2","1","65+","1000cp","2012Q3","24.3"
"r_2","1","65+","1000cp","2012Q4","26.7"
"r_2","1","65+","1000cp","2013Q1","24.3"
"r_2","1","65+","1000cp","2013Q2","26.7"
"r_2","1","65+","1000cp","2013Q3","31.6"
"r_2","1","65+","1000cp","2013Q4","33"
"r_2","1","65+","1000cp","2014Q1","33.5"
"r_2","1","65+","1000cp","2014Q2","34.5"
"r_2","1","65+","1000cp","2014Q3","34.2"
"r_2","1","65+","1000cp","2014Q4","33.1"
"r_2","1","65+","1000cp","2015Q1","33.9"
"r_2","1","65+","1000cp","2015Q2","35.3"
"r_2","1","65+","1000cp","2015Q3","37.4"
"r_2","1","65+","1000cp","2015Q4","36.7"
"r_2","2","0","1000cp","2003Q1","1280.3"
"r_2","2","0","1000cp","2003Q2","1350.1"
"r_2","2","0","1000cp","2003Q3","1377.8"
"r_2","2","0","1000cp","2003Q4","1327.9"
"r_2","2","0","1000cp","2004Q1","1301.7"
"r_2","2","0","1000cp","2004Q2","1394.5"
"r_2","2","0","1000cp","2004Q3","1427.2"
"r_2","2","0","1000cp","2004Q4","1366.3"
"r_2","2","0","1000cp","2005Q1","1326.6"
"r_2","2","0","1000cp","2005Q2","1405.2"
"r_2","2","0","1000cp","2005Q3","1441.6"
"r_2","2","0","1000cp","2005Q4","1385.7"
"r_2","2","0","1000cp","2006Q1","1377.2"
"r_2","2","0","1000cp","2006Q2","1472.1"
"r_2","2","0","1000cp","2006Q3","1506"
"r_2","2","0","1000cp","2006Q4","1473.4"
"r_2","2","0","1000cp","2007Q1","1467.9"
"r_2","2","0","1000cp","2007Q2","1529.3"
"r_2","2","0","1000cp","2007Q3","1550.4"
"r_2","2","0","1000cp","2007Q4","1536.7"
"r_2","2","0","1000cp","2008Q1","1540.7"
"r_2","2","0","1000cp","2008Q2","1577.7"
"r_2","2","0","1000cp","2008Q3","1591.6"
"r_2","2","0","1000cp","2008Q4","1561.2"
"r_2","2","0","1000cp","2009Q1","1524.1"
"r_2","2","0","1000cp","2009Q2","1545.6"
"r_2","2","0","1000cp","2009Q3","1535.5"
"r_2","2","0","1000cp","2009Q4","1480"
"r_2","2","0","1000cp","2010Q1","1408.4"
"r_2","2","0","1000cp","2010Q2","1438.8"
"r_2","2","0","1000cp","2010Q3","1457.8"
"r_2","2","0","1000cp","2010Q4","1436.5"
"r_2","2","0","1000cp","2011Q1","1365.9"
"r_2","2","0","1000cp","2011Q2","1385.3"
"r_2","2","0","1000cp","2011Q3","1426.2"
"r_2","2","0","1000cp","2011Q4","1415.1"
"r_2","2","0","1000cp","2012Q1","1360.7"
"r_2","2","0","1000cp","2012Q2","1385"
"r_2","2","0","1000cp","2012Q3","1432.5"
"r_2","2","0","1000cp","2012Q4","1390.9"
"r_2","2","0","1000cp","2013Q1","1356"
"r_2","2","0","1000cp","2013Q2","1399.7"
"r_2","2","0","1000cp","2013Q3","1420.7"
"r_2","2","0","1000cp","2013Q4","1376"
"r_2","2","0","1000cp","2014Q1","1360.6"
"r_2","2","0","1000cp","2014Q2","1403.4"
"r_2","2","0","1000cp","2014Q3","1437.7"
"r_2","2","0","1000cp","2014Q4","1415.3"
"r_2","2","0","1000cp","2015Q1","1388.4"
"r_2","2","0","1000cp","2015Q2","1415.7"
"r_2","2","0","1000cp","2015Q3","1458.7"
"r_2","2","0","1000cp","2015Q4","1434.5"
"r_2","2","15 - 64","1000cp","2003Q1","1270.9"
"r_2","2","15 - 64","1000cp","2003Q2","1332.7"
"r_2","2","15 - 64","1000cp","2003Q3","1357.5"
"r_2","2","15 - 64","1000cp","2003Q4","1314.4"
"r_2","2","15 - 64","1000cp","2004Q1","1289.4"
"r_2","2","15 - 64","1000cp","2004Q2","1379.9"
"r_2","2","15 - 64","1000cp","2004Q3","1407.9"
"r_2","2","15 - 64","1000cp","2004Q4","1352.2"
"r_2","2","15 - 64","1000cp","2005Q1","1316.1"
"r_2","2","15 - 64","1000cp","2005Q2","1393.8"
"r_2","2","15 - 64","1000cp","2005Q3","1430.1"
"r_2","2","15 - 64","1000cp","2005Q4","1373.6"
"r_2","2","15 - 64","1000cp","2006Q1","1368.5"
"r_2","2","15 - 64","1000cp","2006Q2","1460.7"
"r_2","2","15 - 64","1000cp","2006Q3","1492.2"
"r_2","2","15 - 64","1000cp","2006Q4","1461.3"
"r_2","2","15 - 64","1000cp","2007Q1","1457.2"
"r_2","2","15 - 64","1000cp","2007Q2","1518.1"
"r_2","2","15 - 64","1000cp","2007Q3","1535"
"r_2","2","15 - 64","1000cp","2007Q4","1522.7"
"r_2","2","15 - 64","1000cp","2008Q1","1525.5"
"r_2","2","15 - 64","1000cp","2008Q2","1558.9"
"r_2","2","15 - 64","1000cp","2008Q3","1573.4"
"r_2","2","15 - 64","1000cp","2008Q4","1545.2"
"r_2","2","15 - 64","1000cp","2009Q1","1510.1"
"r_2","2","15 - 64","1000cp","2009Q2","1528"
"r_2","2","15 - 64","1000cp","2009Q3","1519"
"r_2","2","15 - 64","1000cp","2009Q4","1467.2"
"r_2","2","15 - 64","1000cp","2010Q1","1397.4"
"r_2","2","15 - 64","1000cp","2010Q2","1427.1"
"r_2","2","15 - 64","1000cp","2010Q3","1445.1"
"r_2","2","15 - 64","1000cp","2010Q4","1423.9"
"r_2","2","15 - 64","1000cp","2011Q1","1354.2"
"r_2","2","15 - 64","1000cp","2011Q2","1375.1"
"r_2","2","15 - 64","1000cp","2011Q3","1413.3"
"r_2","2","15 - 64","1000cp","2011Q4","1403"
"r_2","2","15 - 64","1000cp","2012Q1","1348"
"r_2","2","15 - 64","1000cp","2012Q2","1369.2"
"r_2","2","15 - 64","1000cp","2012Q3","1418"
"r_2","2","15 - 64","1000cp","2012Q4","1375.7"
"r_2","2","15 - 64","1000cp","2013Q1","1340.7"
"r_2","2","15 - 64","1000cp","2013Q2","1383.2"
"r_2","2","15 - 64","1000cp","2013Q3","1404.3"
"r_2","2","15 - 64","1000cp","2013Q4","1357.6"
"r_2","2","15 - 64","1000cp","2014Q1","1342.2"
"r_2","2","15 - 64","1000cp","2014Q2","1384.4"
"r_2","2","15 - 64","1000cp","2014Q3","1417.2"
"r_2","2","15 - 64","1000cp","2014Q4","1392.6"
"r_2","2","15 - 64","1000cp","2015Q1","1367.4"
"r_2","2","15 - 64","1000cp","2015Q2","1395.3"
"r_2","2","15 - 64","1000cp","2015Q3","1435.6"
"r_2","2","15 - 64","1000cp","2015Q4","1409"
"r_2","2","20 - 64","1000cp","2003Q1","1256.6"
"r_2","2","20 - 64","1000cp","2003Q2","1321"
"r_2","2","20 - 64","1000cp","2003Q3","1344.1"
"r_2","2","20 - 64","1000cp","2003Q4","1301.2"
"r_2","2","20 - 64","1000cp","2004Q1","1274.9"
"r_2","2","20 - 64","1000cp","2004Q2","1369.3"
"r_2","2","20 - 64","1000cp","2004Q3","1393.4"
"r_2","2","20 - 64","1000cp","2004Q4","1338.5"
"r_2","2","20 - 64","1000cp","2005Q1","1304"
"r_2","2","20 - 64","1000cp","2005Q2","1382"
"r_2","2","20 - 64","1000cp","2005Q3","1413.3"
"r_2","2","20 - 64","1000cp","2005Q4","1359"
"r_2","2","20 - 64","1000cp","2006Q1","1356.5"
"r_2","2","20 - 64","1000cp","2006Q2","1448.3"
"r_2","2","20 - 64","1000cp","2006Q3","1471.1"
"r_2","2","20 - 64","1000cp","2006Q4","1446.8"
"r_2","2","20 - 64","1000cp","2007Q1","1444.1"
"r_2","2","20 - 64","1000cp","2007Q2","1507.4"
"r_2","2","20 - 64","1000cp","2007Q3","1520.6"
"r_2","2","20 - 64","1000cp","2007Q4","1511.2"
"r_2","2","20 - 64","1000cp","2008Q1","1515.4"
"r_2","2","20 - 64","1000cp","2008Q2","1549.4"
"r_2","2","20 - 64","1000cp","2008Q3","1556.3"
"r_2","2","20 - 64","1000cp","2008Q4","1534.2"
"r_2","2","20 - 64","1000cp","2009Q1","1500.7"
"r_2","2","20 - 64","1000cp","2009Q2","1516.4"
"r_2","2","20 - 64","1000cp","2009Q3","1508.3"
"r_2","2","20 - 64","1000cp","2009Q4","1456.6"
"r_2","2","20 - 64","1000cp","2010Q1","1391.9"
"r_2","2","20 - 64","1000cp","2010Q2","1420.2"
"r_2","2","20 - 64","1000cp","2010Q3","1439.3"
"r_2","2","20 - 64","1000cp","2010Q4","1418.9"
"r_2","2","20 - 64","1000cp","2011Q1","1350.5"
"r_2","2","20 - 64","1000cp","2011Q2","1371.8"
"r_2","2","20 - 64","1000cp","2011Q3","1408.7"
"r_2","2","20 - 64","1000cp","2011Q4","1398.6"
"r_2","2","20 - 64","1000cp","2012Q1","1343.3"
"r_2","2","20 - 64","1000cp","2012Q2","1362.9"
"r_2","2","20 - 64","1000cp","2012Q3","1409.3"
"r_2","2","20 - 64","1000cp","2012Q4","1369.1"
"r_2","2","20 - 64","1000cp","2013Q1","1336.3"
"r_2","2","20 - 64","1000cp","2013Q2","1378.9"
"r_2","2","20 - 64","1000cp","2013Q3","1400.5"
"r_2","2","20 - 64","1000cp","2013Q4","1354.8"
"r_2","2","20 - 64","1000cp","2014Q1","1338.4"
"r_2","2","20 - 64","1000cp","2014Q2","1380"
"r_2","2","20 - 64","1000cp","2014Q3","1411.7"
"r_2","2","20 - 64","1000cp","2014Q4","1388.3"
"r_2","2","20 - 64","1000cp","2015Q1","1363"
"r_2","2","20 - 64","1000cp","2015Q2","1391.3"
"r_2","2","20 - 64","1000cp","2015Q3","1430"
"r_2","2","20 - 64","1000cp","2015Q4","1405.7"
"r_2","2","15 - 29","1000cp","2003Q1","245.8"
"r_2","2","15 - 29","1000cp","2003Q2","246.2"
"r_2","2","15 - 29","1000cp","2003Q3","264.6"
"r_2","2","15 - 29","1000cp","2003Q4","250"
"r_2","2","15 - 29","1000cp","2004Q1","229.6"
"r_2","2","15 - 29","1000cp","2004Q2","248.6"
"r_2","2","15 - 29","1000cp","2004Q3","248.1"
"r_2","2","15 - 29","1000cp","2004Q4","237.7"
"r_2","2","15 - 29","1000cp","2005Q1","231.5"
"r_2","2","15 - 29","1000cp","2005Q2","236.7"
"r_2","2","15 - 29","1000cp","2005Q3","247.8"
"r_2","2","15 - 29","1000cp","2005Q4","233.3"
"r_2","2","15 - 29","1000cp","2006Q1","223.2"
"r_2","2","15 - 29","1000cp","2006Q2","244.1"
"r_2","2","15 - 29","1000cp","2006Q3","259.9"
"r_2","2","15 - 29","1000cp","2006Q4","252.4"
"r_2","2","15 - 29","1000cp","2007Q1","247.1"
"r_2","2","15 - 29","1000cp","2007Q2","245.5"
"r_2","2","15 - 29","1000cp","2007Q3","244.3"
"r_2","2","15 - 29","1000cp","2007Q4","243.7"
"r_2","2","15 - 29","1000cp","2008Q1","234.4"
"r_2","2","15 - 29","1000cp","2008Q2","245.3"
"r_2","2","15 - 29","1000cp","2008Q3","252.6"
"r_2","2","15 - 29","1000cp","2008Q4","233.4"
"r_2","2","15 - 29","1000cp","2009Q1","226.5"
"r_2","2","15 - 29","1000cp","2009Q2","227.3"
"r_2","2","15 - 29","1000cp","2009Q3","228.4"
"r_2","2","15 - 29","1000cp","2009Q4","207"
"r_2","2","15 - 29","1000cp","2010Q1","233"
"r_2","2","15 - 29","1000cp","2010Q2","245.2"
"r_2","2","15 - 29","1000cp","2010Q3","242.5"
"r_2","2","15 - 29","1000cp","2010Q4","234"
"r_2","2","15 - 29","1000cp","2011Q1","209.6"
"r_2","2","15 - 29","1000cp","2011Q2","213"
"r_2","2","15 - 29","1000cp","2011Q3","228.8"
"r_2","2","15 - 29","1000cp","2011Q4","222"
"r_2","2","15 - 29","1000cp","2012Q1","205"
"r_2","2","15 - 29","1000cp","2012Q2","206.3"
"r_2","2","15 - 29","1000cp","2012Q3","227.4"
"r_2","2","15 - 29","1000cp","2012Q4","208.5"
"r_2","2","15 - 29","1000cp","2013Q1","195.4"
"r_2","2","15 - 29","1000cp","2013Q2","203.5"
"r_2","2","15 - 29","1000cp","2013Q3","210.3"
"r_2","2","15 - 29","1000cp","2013Q4","190.5"
"r_2","2","15 - 29","1000cp","2014Q1","191.8"
"r_2","2","15 - 29","1000cp","2014Q2","201"
"r_2","2","15 - 29","1000cp","2014Q3","208.1"
"r_2","2","15 - 29","1000cp","2014Q4","200.1"
"r_2","2","15 - 29","1000cp","2015Q1","196.2"
"r_2","2","15 - 29","1000cp","2015Q2","198.8"
"r_2","2","15 - 29","1000cp","2015Q3","210.1"
"r_2","2","15 - 29","1000cp","2015Q4","198.6"
"r_2","2","15 - 24","1000cp","2003Q1","102.4"
"r_2","2","15 - 24","1000cp","2003Q2","103.4"
"r_2","2","15 - 24","1000cp","2003Q3","109.1"
"r_2","2","15 - 24","1000cp","2003Q4","101"
"r_2","2","15 - 24","1000cp","2004Q1","97.9"
"r_2","2","15 - 24","1000cp","2004Q2","102.4"
"r_2","2","15 - 24","1000cp","2004Q3","106.1"
"r_2","2","15 - 24","1000cp","2004Q4","105.4"
"r_2","2","15 - 24","1000cp","2005Q1","94.8"
"r_2","2","15 - 24","1000cp","2005Q2","99.3"
"r_2","2","15 - 24","1000cp","2005Q3","107.1"
"r_2","2","15 - 24","1000cp","2005Q4","99.9"
"r_2","2","15 - 24","1000cp","2006Q1","93.6"
"r_2","2","15 - 24","1000cp","2006Q2","105.9"
"r_2","2","15 - 24","1000cp","2006Q3","122.8"
"r_2","2","15 - 24","1000cp","2006Q4","106.7"
"r_2","2","15 - 24","1000cp","2007Q1","108.5"
"r_2","2","15 - 24","1000cp","2007Q2","110.2"
"r_2","2","15 - 24","1000cp","2007Q3","110.9"
"r_2","2","15 - 24","1000cp","2007Q4","106.4"
"r_2","2","15 - 24","1000cp","2008Q1","107.2"
"r_2","2","15 - 24","1000cp","2008Q2","112.1"
"r_2","2","15 - 24","1000cp","2008Q3","119.5"
"r_2","2","15 - 24","1000cp","2008Q4","111.1"
"r_2","2","15 - 24","1000cp","2009Q1","108.3"
"r_2","2","15 - 24","1000cp","2009Q2","107"
"r_2","2","15 - 24","1000cp","2009Q3","101"
"r_2","2","15 - 24","1000cp","2009Q4","87.6"
"r_2","2","15 - 24","1000cp","2010Q1","88.7"
"r_2","2","15 - 24","1000cp","2010Q2","94.2"
"r_2","2","15 - 24","1000cp","2010Q3","100"
"r_2","2","15 - 24","1000cp","2010Q4","89.5"
"r_2","2","15 - 24","1000cp","2011Q1","76.9"
"r_2","2","15 - 24","1000cp","2011Q2","77.4"
"r_2","2","15 - 24","1000cp","2011Q3","84.7"
"r_2","2","15 - 24","1000cp","2011Q4","78.8"
"r_2","2","15 - 24","1000cp","2012Q1","71.2"
"r_2","2","15 - 24","1000cp","2012Q2","72.7"
"r_2","2","15 - 24","1000cp","2012Q3","82.9"
"r_2","2","15 - 24","1000cp","2012Q4","70.3"
"r_2","2","15 - 24","1000cp","2013Q1","66.1"
"r_2","2","15 - 24","1000cp","2013Q2","69.1"
"r_2","2","15 - 24","1000cp","2013Q3","78.1"
"r_2","2","15 - 24","1000cp","2013Q4","63.6"
"r_2","2","15 - 24","1000cp","2014Q1","55.6"
"r_2","2","15 - 24","1000cp","2014Q2","61.6"
"r_2","2","15 - 24","1000cp","2014Q3","69.2"
"r_2","2","15 - 24","1000cp","2014Q4","61"
"r_2","2","15 - 24","1000cp","2015Q1","56.2"
"r_2","2","15 - 24","1000cp","2015Q2","53.5"
"r_2","2","15 - 24","1000cp","2015Q3","63.3"
"r_2","2","15 - 24","1000cp","2015Q4","52.5"
"r_2","2","25 - 34","1000cp","2003Q1","311.4"
"r_2","2","25 - 34","1000cp","2003Q2","320.5"
"r_2","2","25 - 34","1000cp","2003Q3","336"
"r_2","2","25 - 34","1000cp","2003Q4","316"
"r_2","2","25 - 34","1000cp","2004Q1","292.9"
"r_2","2","25 - 34","1000cp","2004Q2","328.4"
"r_2","2","25 - 34","1000cp","2004Q3","335.7"
"r_2","2","25 - 34","1000cp","2004Q4","317.6"
"r_2","2","25 - 34","1000cp","2005Q1","319.3"
"r_2","2","25 - 34","1000cp","2005Q2","324.2"
"r_2","2","25 - 34","1000cp","2005Q3","320.8"
"r_2","2","25 - 34","1000cp","2005Q4","308.6"
"r_2","2","25 - 34","1000cp","2006Q1","311.6"
"r_2","2","25 - 34","1000cp","2006Q2","334.2"
"r_2","2","25 - 34","1000cp","2006Q3","323.9"
"r_2","2","25 - 34","1000cp","2006Q4","336.1"
"r_2","2","25 - 34","1000cp","2007Q1","328.7"
"r_2","2","25 - 34","1000cp","2007Q2","326.9"
"r_2","2","25 - 34","1000cp","2007Q3","324.5"
"r_2","2","25 - 34","1000cp","2007Q4","330.4"
"r_2","2","25 - 34","1000cp","2008Q1","328.5"
"r_2","2","25 - 34","1000cp","2008Q2","337.4"
"r_2","2","25 - 34","1000cp","2008Q3","326.2"
"r_2","2","25 - 34","1000cp","2008Q4","310"
"r_2","2","25 - 34","1000cp","2009Q1","301"
"r_2","2","25 - 34","1000cp","2009Q2","304.4"
"r_2","2","25 - 34","1000cp","2009Q3","301"
"r_2","2","25 - 34","1000cp","2009Q4","286.6"
"r_2","2","25 - 34","1000cp","2010Q1","317.5"
"r_2","2","25 - 34","1000cp","2010Q2","328.1"
"r_2","2","25 - 34","1000cp","2010Q3","327.3"
"r_2","2","25 - 34","1000cp","2010Q4","329.7"
"r_2","2","25 - 34","1000cp","2011Q1","301.1"
"r_2","2","25 - 34","1000cp","2011Q2","305.7"
"r_2","2","25 - 34","1000cp","2011Q3","316.6"
"r_2","2","25 - 34","1000cp","2011Q4","316.5"
"r_2","2","25 - 34","1000cp","2012Q1","297.2"
"r_2","2","25 - 34","1000cp","2012Q2","297.3"
"r_2","2","25 - 34","1000cp","2012Q3","315"
"r_2","2","25 - 34","1000cp","2012Q4","305.3"
"r_2","2","25 - 34","1000cp","2013Q1","288.4"
"r_2","2","25 - 34","1000cp","2013Q2","297.2"
"r_2","2","25 - 34","1000cp","2013Q3","299.9"
"r_2","2","25 - 34","1000cp","2013Q4","285.7"
"r_2","2","25 - 34","1000cp","2014Q1","288.5"
"r_2","2","25 - 34","1000cp","2014Q2","294.9"
"r_2","2","25 - 34","1000cp","2014Q3","302.7"
"r_2","2","25 - 34","1000cp","2014Q4","303.4"
"r_2","2","25 - 34","1000cp","2015Q1","296.1"
"r_2","2","25 - 34","1000cp","2015Q2","305.2"
"r_2","2","25 - 34","1000cp","2015Q3","307.1"
"r_2","2","25 - 34","1000cp","2015Q4","309.7"
"r_2","2","35 - 44","1000cp","2003Q1","395.5"
"r_2","2","35 - 44","1000cp","2003Q2","394.7"
"r_2","2","35 - 44","1000cp","2003Q3","396.9"
"r_2","2","35 - 44","1000cp","2003Q4","388.8"
"r_2","2","35 - 44","1000cp","2004Q1","383"
"r_2","2","35 - 44","1000cp","2004Q2","409.5"
"r_2","2","35 - 44","1000cp","2004Q3","431.2"
"r_2","2","35 - 44","1000cp","2004Q4","406.9"
"r_2","2","35 - 44","1000cp","2005Q1","382.2"
"r_2","2","35 - 44","1000cp","2005Q2","418.8"
"r_2","2","35 - 44","1000cp","2005Q3","441.1"
"r_2","2","35 - 44","1000cp","2005Q4","433.9"
"r_2","2","35 - 44","1000cp","2006Q1","413.4"
"r_2","2","35 - 44","1000cp","2006Q2","431.1"
"r_2","2","35 - 44","1000cp","2006Q3","442.5"
"r_2","2","35 - 44","1000cp","2006Q4","440.4"
"r_2","2","35 - 44","1000cp","2007Q1","450.6"
"r_2","2","35 - 44","1000cp","2007Q2","456.5"
"r_2","2","35 - 44","1000cp","2007Q3","474.7"
"r_2","2","35 - 44","1000cp","2007Q4","456.3"
"r_2","2","35 - 44","1000cp","2008Q1","449.5"
"r_2","2","35 - 44","1000cp","2008Q2","458"
"r_2","2","35 - 44","1000cp","2008Q3","473.4"
"r_2","2","35 - 44","1000cp","2008Q4","478"
"r_2","2","35 - 44","1000cp","2009Q1","470"
"r_2","2","35 - 44","1000cp","2009Q2","470.5"
"r_2","2","35 - 44","1000cp","2009Q3","470"
"r_2","2","35 - 44","1000cp","2009Q4","466.9"
"r_2","2","35 - 44","1000cp","2010Q1","386"
"r_2","2","35 - 44","1000cp","2010Q2","392.4"
"r_2","2","35 - 44","1000cp","2010Q3","401.3"
"r_2","2","35 - 44","1000cp","2010Q4","390.8"
"r_2","2","35 - 44","1000cp","2011Q1","384.8"
"r_2","2","35 - 44","1000cp","2011Q2","394.2"
"r_2","2","35 - 44","1000cp","2011Q3","398.2"
"r_2","2","35 - 44","1000cp","2011Q4","395.5"
"r_2","2","35 - 44","1000cp","2012Q1","393.3"
"r_2","2","35 - 44","1000cp","2012Q2","402.6"
"r_2","2","35 - 44","1000cp","2012Q3","408.3"
"r_2","2","35 - 44","1000cp","2012Q4","398.9"
"r_2","2","35 - 44","1000cp","2013Q1","398.6"
"r_2","2","35 - 44","1000cp","2013Q2","406.4"
"r_2","2","35 - 44","1000cp","2013Q3","407.9"
"r_2","2","35 - 44","1000cp","2013Q4","403.9"
"r_2","2","35 - 44","1000cp","2014Q1","397.5"
"r_2","2","35 - 44","1000cp","2014Q2","407.8"
"r_2","2","35 - 44","1000cp","2014Q3","410.2"
"r_2","2","35 - 44","1000cp","2014Q4","401.7"
"r_2","2","35 - 44","1000cp","2015Q1","398.6"
"r_2","2","35 - 44","1000cp","2015Q2","401"
"r_2","2","35 - 44","1000cp","2015Q3","406.6"
"r_2","2","35 - 44","1000cp","2015Q4","398.3"
"r_2","2","45 - 54","1000cp","2003Q1","371.6"
"r_2","2","45 - 54","1000cp","2003Q2","407.2"
"r_2","2","45 - 54","1000cp","2003Q3","401"
"r_2","2","45 - 54","1000cp","2003Q4","391.7"
"r_2","2","45 - 54","1000cp","2004Q1","399.2"
"r_2","2","45 - 54","1000cp","2004Q2","410.7"
"r_2","2","45 - 54","1000cp","2004Q3","402.3"
"r_2","2","45 - 54","1000cp","2004Q4","398.3"
"r_2","2","45 - 54","1000cp","2005Q1","395.3"
"r_2","2","45 - 54","1000cp","2005Q2","413.8"
"r_2","2","45 - 54","1000cp","2005Q3","421.4"
"r_2","2","45 - 54","1000cp","2005Q4","401.4"
"r_2","2","45 - 54","1000cp","2006Q1","403.4"
"r_2","2","45 - 54","1000cp","2006Q2","425.2"
"r_2","2","45 - 54","1000cp","2006Q3","434.1"
"r_2","2","45 - 54","1000cp","2006Q4","410.9"
"r_2","2","45 - 54","1000cp","2007Q1","398.7"
"r_2","2","45 - 54","1000cp","2007Q2","443.5"
"r_2","2","45 - 54","1000cp","2007Q3","444.5"
"r_2","2","45 - 54","1000cp","2007Q4","445.7"
"r_2","2","45 - 54","1000cp","2008Q1","447.7"
"r_2","2","45 - 54","1000cp","2008Q2","447"
"r_2","2","45 - 54","1000cp","2008Q3","452.1"
"r_2","2","45 - 54","1000cp","2008Q4","446"
"r_2","2","45 - 54","1000cp","2009Q1","424.2"
"r_2","2","45 - 54","1000cp","2009Q2","430.3"
"r_2","2","45 - 54","1000cp","2009Q3","438"
"r_2","2","45 - 54","1000cp","2009Q4","427.5"
"r_2","2","45 - 54","1000cp","2010Q1","385"
"r_2","2","45 - 54","1000cp","2010Q2","393.8"
"r_2","2","45 - 54","1000cp","2010Q3","396.2"
"r_2","2","45 - 54","1000cp","2010Q4","388.9"
"r_2","2","45 - 54","1000cp","2011Q1","373.9"
"r_2","2","45 - 54","1000cp","2011Q2","381.2"
"r_2","2","45 - 54","1000cp","2011Q3","390.4"
"r_2","2","45 - 54","1000cp","2011Q4","381.9"
"r_2","2","45 - 54","1000cp","2012Q1","365.4"
"r_2","2","45 - 54","1000cp","2012Q2","369.5"
"r_2","2","45 - 54","1000cp","2012Q3","375.6"
"r_2","2","45 - 54","1000cp","2012Q4","369.1"
"r_2","2","45 - 54","1000cp","2013Q1","358.1"
"r_2","2","45 - 54","1000cp","2013Q2","373.6"
"r_2","2","45 - 54","1000cp","2013Q3","373.2"
"r_2","2","45 - 54","1000cp","2013Q4","365"
"r_2","2","45 - 54","1000cp","2014Q1","362.2"
"r_2","2","45 - 54","1000cp","2014Q2","378.7"
"r_2","2","45 - 54","1000cp","2014Q3","380"
"r_2","2","45 - 54","1000cp","2014Q4","370.1"
"r_2","2","45 - 54","1000cp","2015Q1","369.4"
"r_2","2","45 - 54","1000cp","2015Q2","380.8"
"r_2","2","45 - 54","1000cp","2015Q3","391.1"
"r_2","2","45 - 54","1000cp","2015Q4","375.7"
"r_2","2","55 - 64","1000cp","2003Q1","90"
"r_2","2","55 - 64","1000cp","2003Q2","106.8"
"r_2","2","55 - 64","1000cp","2003Q3","114.5"
"r_2","2","55 - 64","1000cp","2003Q4","116.9"
"r_2","2","55 - 64","1000cp","2004Q1","116.4"
"r_2","2","55 - 64","1000cp","2004Q2","128.9"
"r_2","2","55 - 64","1000cp","2004Q3","132.7"
"r_2","2","55 - 64","1000cp","2004Q4","124"
"r_2","2","55 - 64","1000cp","2005Q1","124.4"
"r_2","2","55 - 64","1000cp","2005Q2","137.6"
"r_2","2","55 - 64","1000cp","2005Q3","139.7"
"r_2","2","55 - 64","1000cp","2005Q4","129.9"
