RevisionColumn,Units,periods,Indicators,ValueColumn
"r_3","1000BGN","2022","3.1.2.4.1.0.1.1","18525985"
"r_3","1000BGN","2022","3.1.2.4.1.0.1.2","8685"
"r_3","1000BGN","2022","3.1.2.4.1.0.1.2.1",".."
"r_3","1000BGN","2022","3.1.2.4.1.0.1.2.2",".."
"r_3","1000BGN","2022","3.1.2.4.1.0.1","18534670"
"r_3","1000BGN","2022","3.1.2.4.1.0.2.1.1",".."
"r_3","1000BGN","2022","3.1.2.4.1.0.2.1.1.1","107983"
"r_3","1000BGN","2022","3.1.2.4.1.0.2.1.1.2","199287"
"r_3","1000BGN","2022","3.1.2.4.1.0.2.1.1.3","12982408"
"r_3","1000BGN","2022","3.1.2.4.1.0.2.1.1.4","3217945"
"r_3","1000BGN","2022","3.1.2.4.1.0.2.1.1.5","7055"
"r_3","1000BGN","2022","3.1.2.4.1.0.2.1.1.6",".."
"r_3","1000BGN","2022","3.1.2.4.1.0.2.1.3",".."
"r_3","1000BGN","2022","3.1.2.4.1.0.2.1","16517374"
"r_3","1000BGN","2022","3.1.2.4.1.0.2.2","2017296"
"r_3","1000BGN","2022","3.1.2.4.1.0.2","18534670"
"r_4","1000BGN","2023","3.1.2.4.1.0.1.1.1","12623837"
"r_4","1000BGN","2023","3.1.2.4.1.0.1.1.1.1",".."
"r_4","1000BGN","2023","3.1.2.4.1.0.1.1.1.2","10293262"
"r_4","1000BGN","2023","3.1.2.4.1.0.1.1.1.3","2304675"
"r_4","1000BGN","2023","3.1.2.4.1.0.1.1.1.4","14282"
"r_4","1000BGN","2023","3.1.2.4.1.0.1.1.1.5",".."
"r_4","1000BGN","2023","3.1.2.4.1.0.1.1","12623837"
"r_4","1000BGN","2023","3.1.2.4.1.0.1.2","1876153"
"r_4","1000BGN","2023","3.1.2.4.1.0.1.2.1","1834999"
"r_4","1000BGN","2023","3.1.2.4.1.0.1.2.2","41154"
"r_4","1000BGN","2023","3.1.2.4.1.0.1","14499990"
"r_4","1000BGN","2023","3.1.2.4.1.0.2.1.1","14499990"
"r_4","1000BGN","2023","3.1.2.4.1.0.2.1.1.1","130821"
"r_4","1000BGN","2023","3.1.2.4.1.0.2.1.1.2","400901"
"r_4","1000BGN","2023","3.1.2.4.1.0.2.1.1.3","11730161"
"r_4","1000BGN","2023","3.1.2.4.1.0.2.1.1.4","2222803"
"r_4","1000BGN","2023","3.1.2.4.1.0.2.1.1.5","13024"
"r_4","1000BGN","2023","3.1.2.4.1.0.2.1.1.6","2280"
"r_4","1000BGN","2023","3.1.2.4.1.0.2.1.3","0"
"r_4","1000BGN","2023","3.1.2.4.1.0.2.1","14499990"
"r_4","1000BGN","2023","3.1.2.4.1.0.2.2","0"
"r_4","1000BGN","2023","3.1.2.4.1.0.2","14499990"
"r_5","1000BGN","2024","3.1.2.4.1.0.1.1.1","13488954"
"r_5","1000BGN","2024","3.1.2.4.1.0.1.1.1.1",".."
"r_5","1000BGN","2024","3.1.2.4.1.0.1.1.1.2","11510934"
"r_5","1000BGN","2024","3.1.2.4.1.0.1.1.1.3","1957009"
"r_5","1000BGN","2024","3.1.2.4.1.0.1.1.1.4",".."
"r_5","1000BGN","2024","3.1.2.4.1.0.1.1.1.5","7458"
"r_5","1000BGN","2024","3.1.2.4.1.0.1.1","13488954"
"r_5","1000BGN","2024","3.1.2.4.1.0.1.2","1513189"
"r_5","1000BGN","2024","3.1.2.4.1.0.1.2.1","1467557"
"r_5","1000BGN","2024","3.1.2.4.1.0.1.2.2","45632"
"r_5","1000BGN","2024","3.1.2.4.1.0.1","15002143"
"r_5","1000BGN","2024","3.1.2.4.1.0.2.1.1","15002143"
"r_5","1000BGN","2024","3.1.2.4.1.0.2.1.1.1","101798"
"r_5","1000BGN","2024","3.1.2.4.1.0.2.1.1.2","503480"
"r_5","1000BGN","2024","3.1.2.4.1.0.2.1.1.3","12339778"
"r_5","1000BGN","2024","3.1.2.4.1.0.2.1.1.4","2039960"
"r_5","1000BGN","2024","3.1.2.4.1.0.2.1.1.5","16190"
"r_5","1000BGN","2024","3.1.2.4.1.0.2.1.1.6","937"
"r_5","1000BGN","2024","3.1.2.4.1.0.2.1.3","0"
"r_5","1000BGN","2024","3.1.2.4.1.0.2.1","15002143"
"r_5","1000BGN","2024","3.1.2.4.1.0.2.2","0"
"r_5","1000BGN","2024","3.1.2.4.1.0.2","15002143"
