RevisionColumn,PlaceResidence,GenderID,periods,Units,ValueColumn
"r_2","2","1","2015Q3","perc","52.2"
"r_2","2","1","2015Q4","perc","50.7"
"r_2","2","2","2003Q1","perc","31.2"
"r_2","2","2","2003Q2","perc","34.2"
"r_2","2","2","2003Q3","perc","35.2"
"r_2","2","2","2003Q4","perc","32.7"
"r_2","2","2","2004Q1","perc","31.1"
"r_2","2","2","2004Q2","perc","35.2"
"r_2","2","2","2004Q3","perc","36.5"
"r_2","2","2","2004Q4","perc","32.5"
"r_2","2","2","2005Q1","perc","29.8"
"r_2","2","2","2005Q2","perc","34.6"
"r_2","2","2","2005Q3","perc","35.1"
"r_2","2","2","2005Q4","perc","32.8"
"r_2","2","2","2006Q1","perc","30.5"
"r_2","2","2","2006Q2","perc","34.7"
"r_2","2","2","2006Q3","perc","37.3"
"r_2","2","2","2006Q4","perc","36.1"
"r_2","2","2","2007Q1","perc","34.1"
"r_2","2","2","2007Q2","perc","36.3"
"r_2","2","2","2007Q3","perc","37.7"
"r_2","2","2","2007Q4","perc","36.4"
"r_2","2","2","2008Q1","perc","36.3"
"r_2","2","2","2008Q2","perc","37.9"
"r_2","2","2","2008Q3","perc","37.9"
"r_2","2","2","2008Q4","perc","35.5"
"r_2","2","2","2009Q1","perc","34.4"
"r_2","2","2","2009Q2","perc","36.1"
"r_2","2","2","2009Q3","perc","36.6"
"r_2","2","2","2009Q4","perc","35.1"
"r_2","2","2","2010Q1","perc","32.8"
"r_2","2","2","2010Q2","perc","35"
"r_2","2","2","2010Q3","perc","35.9"
"r_2","2","2","2010Q4","perc","35.3"
"r_2","2","2","2011Q1","perc","34.2"
"r_2","2","2","2011Q2","perc","35.2"
"r_2","2","2","2011Q3","perc","36.3"
"r_2","2","2","2011Q4","perc","36.2"
"r_2","2","2","2012Q1","perc","34.1"
"r_2","2","2","2012Q2","perc","35.9"
"r_2","2","2","2012Q3","perc","38"
"r_2","2","2","2012Q4","perc","35.8"
"r_2","2","2","2013Q1","perc","34.6"
"r_2","2","2","2013Q2","perc","37.3"
"r_2","2","2","2013Q3","perc","38.5"
"r_2","2","2","2013Q4","perc","35.6"
"r_2","2","2","2014Q1","perc","34.7"
"r_2","2","2","2014Q2","perc","36.3"
"r_2","2","2","2014Q3","perc","38"
"r_2","2","2","2014Q4","perc","35.3"
"r_2","2","2","2015Q1","perc","34.2"
"r_2","2","2","2015Q2","perc","35.6"
"r_2","2","2","2015Q3","perc","37.4"
"r_2","2","2","2015Q4","perc","35.2"
"r_3","0","0","2016Q1","perc","53.1"
"r_3","0","1","2016Q1","perc","59.3"
"r_3","0","2","2016Q1","perc","47.3"
"r_3","1","0","2016Q1","perc","57.3"
"r_3","1","1","2016Q1","perc","63.1"
"r_3","1","2","2016Q1","perc","52"
"r_3","2","0","2016Q1","perc","41.9"
"r_3","2","1","2016Q1","perc","49.7"
